phase0,phase1,phase2,phase3,q_right,q_down,q_left,q_up,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,max_wait_right,max_wait_down,max_wait_left,max_wait_up,action
1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.06527777777777406,0.08999999999999489,0.0,0.0,0.06527777777777406,0.17999999999998978,3
0.0,0.0,1.0,0.0,0.1,0.05,0.0,0.05,0.17152777777776804,0.07472222222221797,0.0,0.1927777777777668,0.3430555555555361,0.07472222222221797,0.0,0.1927777777777668,0
0.0,0.0,1.0,0.0,0.05,0.05,0.05,0.05,0.0,0.24388888888887503,0.0,0.30638888888887145,0.0,0.24388888888887503,0.0,0.30638888888887145,0
0.0,0.0,1.0,0.0,0.1,0.15,0.0,0.2,0.20708333333332157,0.5375925925925668,0.0,0.34256944444442594,0.2286111111110981,0.8824999999999641,0.0,0.6938888888888533,3
0.0,0.0,0.0,1.0,0.15,0.05,0.4,0.0,0.05611111111110792,0.0,0.12368055555554852,0.0,0.10916666666666046,0.0,0.4241666666666426,0.0,2
1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.29138888888887243,0.08444444444443976,0.4094444444444213,0.0,0.29138888888887243,0.08444444444443976,0.4094444444444213,1
1.0,0.0,0.0,0.0,0.0,0.05,0.1,0.05,0.0,0.4605555555555295,0.050694444444441565,0.523055555555526,0.0,0.4605555555555295,0.10138888888888313,0.523055555555526,2
0.0,0.0,0.0,1.0,0.15,0.25,0.05,0.0,0.33398148148146256,0.5057222222221963,0.0,0.0,0.49527777777774973,1.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0.1,0.0,0.05,0.1,0.03444444444444254,0.0,0.2677777777777627,0.29652777777776096,0.06888888888888509,0.0,0.2677777777777627,0.5927777777777442,0
0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.15,0.05722222222221897,0.6772222222221839,0.0,0.27055555555554023,0.05722222222221897,0.6772222222221839,0.0,0.7397222222221803,3
0.0,0.0,1.0,0.0,0.3,0.2,0.05,0.05,0.34189814814812874,0.25159722222220793,0.0,0.20777777777776596,0.5258333333333035,0.3977777777777553,0.0,0.20777777777776596,0
1.0,0.0,0.0,0.0,0.0,0.25,0.15,0.35,0.0,0.6619444444444097,0.16148148148147234,0.1950396825396715,0.0,1.0,0.48444444444441703,0.8094444444443986,3
0.0,1.0,0.0,0.0,0.15,0.0,0.05,0.0,0.6173148148147798,0.0,0.24472222222220832,0.0,0.778611111111067,0.0,0.24472222222220832,0.0,0
0.0,0.0,0.0,1.0,0.15,0.15,0.1,0.0,0.11666666666666003,0.3399074074073881,0.04055555555555325,0.0,0.290555555555539,0.9105555555555039,0.0811111111111065,0.0,0
1.0,0.0,0.0,0.0,0.0,0.25,0.1,0.25,0.0,0.4546111111110853,0.1454166666666584,0.42894444444442015,0.0,0.7144444444444039,0.2908333333333168,0.9580555555555013,1
0.0,0.0,0.0,1.0,0.05,0.25,0.2,0.05,0.13333333333332575,0.9952777777777241,0.3552777777777576,0.0,0.13333333333332575,1.0,0.8177777777777314,0.0,1
1.0,0.0,0.0,0.0,0.0,0.2,0.1,0.45,0.0,0.15243055555554688,0.28902777777776134,0.3683333333333125,0.0,0.22249999999998735,0.5780555555555227,1.0,3
1.0,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.0,0.38694444444442244,0.2455555555555416,0.0,0.0,1.0,0.3144444444444266,0.0,1
0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.3,0.000277777777777762,0.0,0.24583333333331936,0.5935648148147812,0.000277777777777762,0.0,0.5741666666666341,1.0,3
0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.05,0.3385416666666614,0.0,0.6382638888888666,0.24999999999999975,0.5558333333333157,0.0,1.0,0.24999999999999975,0
0.0,0.0,0.0,1.0,0.05,0.3,0.2,0.0,0.19000000000011685,0.41578703703713393,0.35597222222230424,0.0,0.19000000000011685,0.6058333333334266,0.9613888888889619,0.0,1
0.0,1.0,0.0,0.0,0.05,0.0,0.3,0.0,0.1200000000000955,0.0,0.2431944444445018,0.0,0.1200000000000955,0.0,0.7311111111112256,0.0,2
0.0,0.0,0.0,1.0,0.1,0.0,0.35,0.0,0.17236111111121252,0.0,0.33269841269851697,0.0,0.31694444444462516,0.0,0.8908333333334814,0.0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.0,0.0,0.6265277777779229,0.5166666666668787,0.0,0.0,1.0,0.5166666666668787,2
0.0,0.0,1.0,0.0,0.2,0.05,0.2,0.05,0.13277777777788344,0.0,0.5934722222223456,0.031111111111135868,0.43666666666701415,0.0,1.0,0.031111111111135868,0
0.0,1.0,0.0,0.0,0.1,0.0,0.25,0.1,0.3380555555558074,0.0,0.6038888888892084,0.1187500000000945,0.5566666666670753,0.0,1.0,0.237500000000189,2
0.0,0.0,1.0,0.0,0.2,0.05,0.0,0.0,0.3665972222224961,0.1441666666667814,0.0,0.0,0.6836111111115836,0.1441666666667814,0.0,0.0,0
0.0,0.0,1.0,0.0,0.05,0.45,0.15,0.05,0.15611111111123535,0.5500925925928744,0.0,0.8333333333337973,0.15611111111123535,0.9302777777781291,0.0,0.8333333333337973,1
1.0,0.0,0.0,0.0,0.05,0.15,0.5,0.05,0.0,0.11870370370379817,0.5932500000002601,0.29777777777801473,0.0,0.20805555555572114,1.0,0.29777777777801473,2
0.0,0.0,1.0,0.0,0.25,0.05,0.1,0.1,0.4114444444447507,0.04222222222225582,0.0,0.37166666666696246,0.8400000000006341,0.04222222222225582,0.0,0.5208333333337478,0
1.0,0.0,0.0,0.0,0.05,0.1,0.3,0.1,0.0,0.20541666666683014,0.6401851851855604,0.0,0.0,0.4108333333336603,1.0,0.0,2
0.0,1.0,0.0,0.0,0.45,0.0,0.25,0.1,0.2929012345681343,0.0,0.21705555555572828,0.6083333333337179,0.7444444444450369,0.0,0.3650000000002905,1.0,0
1.0,0.0,0.0,0.0,0.05,0.1,0.15,0.25,0.0,0.23388888888907503,0.23509259259277968,0.3312222222224858,0.0,0.40888888888921426,0.36527777777806847,0.8875000000007063,3
0.0,0.0,1.0,0.0,0.05,0.1,0.05,0.15,0.20861111111127711,0.4943055555559489,0.0,0.16731481481494798,0.20861111111127711,0.7275000000005789,0.0,0.25083333333353297,3
0.0,0.0,1.0,0.0,0.1,0.2,0.0,0.15,0.25111111111131096,0.4281944444447852,0.0,0.32000000000025464,0.3152777777780287,0.6247222222227193,0.0,0.714444444445013,1
1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.15,0.0,0.06444444444449574,0.5012962962966953,0.7481481481486773,0.0,0.12888888888899147,0.7483333333339288,1.0,2
0.0,0.0,0.0,1.0,0.05,0.1,0.15,0.0,0.475277777778156,0.7609722222228278,0.06648148148153439,0.0,0.475277777778156,0.9941666666674578,0.19472222222237717,0.0,2
0.0,0.0,0.0,1.0,0.2,0.15,0.2,0.0,0.05937500000004725,0.3742592592595571,0.348819444444722,0.0,0.17583333333347326,0.6922222222227731,0.6486111111116273,0.0,0
0.0,1.0,0.0,0.0,0.1,0.05,0.1,0.25,0.5177777777781898,0.0,0.03444444444447185,0.3848888888891952,0.5819444444449076,0.0,0.0688888888889437,0.9811111111118919,3
0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.2,0.0,0.37333333333363045,0.0,0.8702777777784206,0.0,0.4622222222225901,0.0,1.0,3
0.0,0.0,1.0,0.0,0.15,0.1,0.0,0.25,0.2902777777780088,1.0,0.0,0.5197222222226359,0.7419444444450349,1.0,0.0,1.0,3
1.0,0.0,0.0,0.0,0.05,0.2,0.3,0.05,0.0,0.49319444444483695,0.4143055555558853,0.11277777777786753,0.0,0.9755555555563319,0.9319444444451861,0.11277777777786753,2
0.0,0.0,0.0,1.0,0.2,0.05,0.5,0.15,0.4295138888892307,0.1663888888890213,0.47897222222260344,0.0,0.8652777777784664,0.1663888888890213,0.9650000000007679,0.0,2
0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.6400000000005093,0.08805555555562564,0.0,0.0,0.7288888888894689,0.17611111111125127,0.0,1
0.0,0.0,0.0,1.0,0.15,0.15,0.35,0.1,0.5736111111115676,0.873981481482177,0.4323412698416139,0.0,1.0,1.0,1.0,0.0,2
0.0,0.0,1.0,0.0,0.1,0.25,0.0,0.3,0.17319444444458226,0.634611111111616,0.0,0.8381944444450782,0.21111111111127911,1.0,0.0,1.0,3
0.0,0.0,1.0,0.0,0.25,0.15,0.1,0.25,0.6902777777782813,0.3525000000002232,0.0,0.27616666666682915,1.0,0.5997222222226422,0.0,0.403888888889153,0
0.0,1.0,0.0,0.0,0.05,0.0,0.1,0.05,0.0,0.0,0.28319444444455566,0.0,0.0,0.0,0.4094444444446561,0.0,2
0.0,0.0,1.0,0.0,0.35,0.25,0.0,0.2,0.4308333333334579,0.7325000000003395,0.0,0.12374999999992771,1.0,1.0,0.0,0.2719444444443193,0
0.0,0.0,0.0,1.0,0.15,0.25,0.05,0.05,0.3265740740740684,0.9485555555559119,0.0,0.0,0.5277777777777994,1.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.3,0.05,0.0,0.05,0.6713425925929247,0.0,0.0,0.16083333333318706,1.0,0.0,0.0,0.16083333333318706,0
1.0,0.0,0.0,0.0,0.1,0.25,0.3,0.3,0.0,0.42172222222216493,0.18430555555551084,0.4815277777776845,0.0,0.8830555555557178,0.5011111111112394,0.6872222222222286,2
0.0,1.0,0.0,0.0,0.5,0.0,0.1,0.1,0.5571666666666087,0.0,0.11124999999989882,0.11444444444434036,1.0,0.0,0.22249999999979764,0.2274999999997931,0
1.0,0.0,0.0,0.0,0.0,0.25,0.05,0.25,0.0,1.0,0.10666666666656965,0.3304999999997316,0.0,1.0,0.10666666666656965,0.6052777777773495,1
1.0,0.0,0.0,0.0,0.05,0.4,0.05,0.1,0.0,0.8269097222222321,0.0,0.2893055555552924,0.0,1.0,0.0,0.4774999999995657,1
0.0,0.0,1.0,0.0,0.15,0.4,0.0,0.4,0.17953703703687376,0.5040277777775233,0.0,0.6146874999996995,0.2522222222219928,1.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.00861111111111108,0.0,0.0,0.0,0.00861111111111108,2
1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,1.0,0.0,0.0,0.05,0.0,0.1,0.1,0.018055555555556425,0.0,0.11138888888889419,0.0,0.018055555555556425,0.0,0.14111111111111768,0.0,2
0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0411111111111127,0.0,0.19194444444445083,0.0,0.05750000000000199,0.0,0.19194444444445083,1
1.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.08111111111111156,0.04851851851851801,0.0,0.0,0.08111111111111156,0.0736111111111112,0.0,2
0.0,0.0,1.0,0.0,0.0,0.15,0.05,0.1,0.0,0.05287037037036736,0.0,0.02097222222222103,0.0,0.08249999999999531,0.0,0.04194444444444206,1
0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.15,0.17749999999999086,0.0,0.0,0.17212962962961986,0.23472222222221079,0.0,0.0,0.20861111111109926,3
0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.09833333333332775,0.42527777777777087,0.0,0.0,0.09833333333332775,0.42527777777777087,2
0.0,0.0,1.0,0.0,0.05,0.2,0.0,0.0,0.056388888888885685,0.09312499999999597,0.0,0.0,0.056388888888885685,0.31444444444443165,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.09187499999999478,0.24555555555554165,0.0,0.0,0.14944444444443594,0.2752777777777622,2
0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.1,0.0,0.08833333333332831,0.0,0.3872222222222089,0.0,0.08833333333332831,0.0,0.658611111111091,3
0.0,0.0,0.0,1.0,0.2,0.05,0.1,0.0,0.247430555555542,0.024722222222220817,0.20458333333332174,0.0,0.5013888888888623,0.024722222222220817,0.21833333333332097,0.0,0
0.0,1.0,0.0,0.0,0.15,0.1,0.05,0.05,0.15972222222221316,0.0,0.06805555555555169,0.15222222222221357,0.37305555555553443,0.0,0.06805555555555169,0.15222222222221357,0
0.0,0.0,0.0,1.0,0.1,0.05,0.05,0.0,0.14194444444443638,0.3049999999999827,0.09027777777777264,0.0,0.1658333333333239,0.3049999999999827,0.09027777777777264,0.0,0
0.0,0.0,1.0,0.0,0.15,0.05,0.0,0.15,0.25648148148146754,0.11583333333332675,0.0,0.34148148148146207,0.5847222222221908,0.11583333333332675,0.0,0.5419444444444136,0
1.0,0.0,0.0,0.0,0.05,0.05,0.3,0.2,0.0,0.2913888888888723,0.3202314814814633,0.3285416666666523,0.0,0.2913888888888723,0.4849999999999725,0.8283333333333036,2
1.0,0.0,0.0,0.0,0.05,0.1,0.1,0.1,0.0,0.24388888888887514,0.17569444444443452,0.2637499999999851,0.0,0.25111111111109696,0.35138888888886904,0.43555555555553094,1
1.0,0.0,0.0,0.0,0.05,0.05,0.2,0.05,0.0,0.5216666666666371,0.12965277777777048,0.0,0.0,0.5216666666666371,0.3069444444444271,0.0,2
1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.19958333333332204,0.0,0.6189814814814465,0.0,0.3991666666666441,0.0,0.8252777777777311,3
0.0,0.0,1.0,0.0,0.1,0.15,0.1,0.25,0.21152777777776574,0.21166666666665465,0.0,0.5161666666666409,0.23916666666665307,0.6080555555555212,0.0,1.0,3
0.0,1.0,0.0,0.0,0.3,0.0,0.1,0.1,0.16606481481480537,0.0,0.3999999999999773,0.4970833333333052,0.4019444444444216,0.0,0.5847222222221891,0.668888888888851,0
0.0,0.0,1.0,0.0,0.05,0.05,0.05,0.15,0.2455555555555416,0.7883333333332886,0.0,0.1535185185185098,0.2455555555555416,0.7883333333332886,0.0,0.23249999999998677,3
0.0,0.0,0.0,1.0,0.1,0.1,0.05,0.0,0.013194444444443695,0.42152777777775385,0.0,0.0,0.02638888888888739,0.6324999999999642,0.0,0.0,0
0.0,0.0,0.0,1.0,0.2,0.15,0.25,0.15,0.26124999999998516,0.4831481481481207,0.13744444444443663,0.2368518518518384,0.5224999999999703,0.8913888888888384,0.27944444444442856,0.31583333333331537,2
1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.2,0.0,0.0,0.4777777777777506,0.442361111111086,0.0,0.0,0.9013888888888377,0.9855555555554997,3
1.0,0.0,0.0,0.0,0.05,0.1,0.1,0.05,0.0,0.6381944444444083,0.1424999999999919,0.032499999999998155,0.0,0.8491666666666186,0.20222222222221073,0.032499999999998155,1
0.0,0.0,0.0,1.0,0.1,0.05,0.2,0.0,0.2561111111110966,1.0,0.07937499999999549,0.0,0.5122222222221932,1.0,0.1688888888888793,0.0,2
0.0,0.0,1.0,0.0,0.25,0.15,0.05,0.25,0.4268333333333091,0.7664814814814381,0.0,0.3608888888888684,0.8058333333332875,1.0,0.0,0.5977777777777438,0
0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.35,0.127222222222215,0.0,0.35916666666664626,0.3531349206349006,0.1572222222222133,0.0,0.41888888888886505,1.0,3
0.0,0.0,0.0,1.0,0.15,0.15,0.15,0.05,0.11129629629628997,0.5897222222221888,0.7418518518518097,0.0,0.24583333333331936,1.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.15,0.05,0.05,0.05,0.3697222222222012,1.0,0.0,0.07999999999999545,0.7788888888888447,1.0,0.0,0.07999999999999545,0
1.0,0.0,0.0,0.0,0.1,0.3,0.15,0.1,0.5901388888888554,0.4299537037037116,0.975185185185172,0.10694444444445957,0.8622222222221733,1.0,1.0,0.21388888888891913,1
1.0,0.0,0.0,0.0,0.05,0.1,0.15,0.1,0.0,0.8472222222222308,0.06564814814816329,0.15666666666668608,0.0,1.0,0.19694444444448986,0.31333333333337215,2
1.0,0.0,0.0,0.0,0.0,0.2,0.1,0.25,0.0,0.8451388888889116,0.20930555555561448,0.6775555555555879,0.0,1.0,0.29222222222227645,0.9144444444444633,3
0.0,0.0,0.0,1.0,0.5,0.05,0.1,0.0,0.40980555555560366,0.09138888888896161,0.6925000000000598,0.0,1.0,0.09138888888896161,0.7522222222222787,0.0,0
0.0,0.0,1.0,0.0,0.1,0.15,0.05,0.15,0.0952777777778536,0.7286111111112471,0.0,0.29898148148164927,0.0952777777778536,1.0,0.0,0.5466666666668911,1
0.0,0.0,0.0,1.0,0.05,0.3,0.15,0.05,0.0,0.7883333333335274,0.3284259259261155,0.0,0.0,1.0,0.5755555555558353,0.0,1
0.0,1.0,0.0,0.0,0.25,0.0,0.15,0.2,0.45155555555568316,0.0,1.0,0.2581944444446149,1.0,0.0,1.0,0.5305555555558378,0
1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.05,0.0,0.41236111111143925,0.6488888888891596,0.0,0.0,0.5080555555559598,1.0,0.0,2
0.0,1.0,0.0,0.0,0.1,0.15,0.05,0.25,0.32861111111137264,1.0,0.12027777777787349,0.352555555555794,0.32861111111137264,1.0,0.12027777777787349,0.7800000000004101,3
1.0,0.0,0.0,0.0,0.0,0.05,0.35,0.2,0.0,0.10972222222230954,0.7174603174605502,0.5415277777781736,0.0,0.10972222222230954,1.0,0.8138888888893966,2
0.0,1.0,0.0,0.0,0.2,0.05,0.3,0.3,0.10506944444452807,0.0,0.33041666666689373,0.4087037037039939,0.30527777777802073,0.0,0.9088888888894339,0.8633333333338098,2
0.0,0.0,1.0,0.0,0.05,0.1,0.05,0.05,0.08111111111117567,0.6790277777783181,0.0,0.23444444444463103,0.08111111111117567,0.7747222222228387,0.0,0.23444444444463103,1
0.0,0.0,0.0,1.0,0.15,0.55,0.1,0.0,0.4301851851855275,0.7028535353538584,1.0,0.0,0.6452777777782913,1.0,1.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.15,0.1,0.25,0.0,0.6559259259264479,0.0,0.7142777777783184,0.0,0.8580555555562384,0.0,1.0,3
0.0,1.0,0.0,0.0,0.05,0.0,0.05,0.15,0.29777777777801473,0.0,0.15000000000011937,0.17166666666680327,0.29777777777801473,0.0,0.15000000000011937,0.4511111111114701,3
0.0,0.0,1.0,0.0,0.25,0.15,0.05,0.45,0.4550000000003621,0.20074074074090048,0.0,0.6501851851856792,0.7219444444450189,0.37444444444474245,0.0,1.0,3
0.0,0.0,0.0,1.0,0.25,0.05,0.05,0.0,0.12444444444454347,0.0941666666667416,0.3833333333336384,0.0,0.5311111111115338,0.0941666666667416,0.3833333333336384,0.0,0
0.0,0.0,0.0,1.0,0.1,0.15,0.3,0.0,0.027916666666688884,0.9302777777785181,0.09578703703711326,0.0,0.05583333333337777,1.0,0.2594444444446509,0.0,2
0.0,1.0,0.0,0.0,0.2,0.0,0.45,0.05,0.6985416666672226,0.0,1.0,0.27638888888910884,1.0,0.0,1.0,0.27638888888910884,2
0.0,0.0,0.0,1.0,0.35,0.15,0.05,0.05,0.6756349206354583,0.6008333333338115,0.34611111111138654,0.0,1.0,0.7911111111117407,0.34611111111138654,0.0,0
1.0,0.0,0.0,0.0,0.1,0.25,0.1,0.1,0.0,0.14988888888900817,0.34763888888916555,0.05069444444448479,0.0,0.37750000000030043,0.6666666666671972,0.10138888888896957,1
0.0,0.0,1.0,0.0,0.15,0.2,0.0,0.1,0.21972222222239707,0.9376388888896351,0.0,0.02861111111113388,0.3725000000002964,1.0,0.0,0.05722222222226776,1
0.0,0.0,1.0,0.0,0.3,0.05,0.0,0.1,0.7680555555561668,0.0,0.0,0.3298611111113736,1.0,0.0,0.0,0.6597222222227472,0
0.0,1.0,0.0,0.0,0.45,0.0,0.1,0.1,0.6591049382721295,0.0,0.6309722222227243,0.32458333333359163,1.0,0.0,0.950000000000756,0.3847222222225284,0
1.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.0,0.47449074074111836,0.3579166666669515,0.11826388888898301,0.0,1.0,0.6794444444449852,0.238055555555745,1
0.0,1.0,0.0,0.0,0.2,0.05,0.05,0.15,0.37340277777807496,0.0,0.05666666666671176,0.18324074074088656,0.6558333333338553,0.0,0.05666666666671176,0.34055555555582656,0
1.0,0.0,0.0,0.0,0.05,0.4,0.0,0.15,0.0,0.46256944444481257,0.0,0.43611111111145817,0.0,1.0,0.0,0.9930555555563458,1
0.0,1.0,0.0,0.0,0.1,0.05,0.1,0.2,0.09263888888887806,0.0,0.6745833333337844,0.43493055555581595,0.13638888888891168,0.0,0.996111111111818,0.5547222222225779,3
1.0,0.0,0.0,0.0,0.05,0.1,0.25,0.15,0.0,0.18041666666663925,0.5345000000002543,0.4941666666669459,0.0,0.25027777777780597,1.0,0.8013888888893557,2
1.0,0.0,0.0,0.0,0.1,0.05,0.3,0.25,0.0,0.3622222222222542,0.10800925925925284,0.3599444444445771,0.0,0.3622222222222542,0.47333333333345373,0.7572222222225685,2
0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.2,0.2627777777775388,0.0,0.0,0.6381250000000807,0.2627777777775388,0.0,0.0,1.0,3
0.0,0.0,0.0,1.0,0.1,0.05,0.25,0.0,0.3593055555553022,0.23805555555533905,0.9022222222225362,0.0,0.40305555555533584,0.23805555555533905,1.0,0.0,2
0.0,0.0,1.0,0.0,0.1,0.3,0.05,0.2,0.11583333333322798,0.209166666666522,0.0,0.5775694444444657,0.23166666666645597,0.5336111111108816,0.0,1.0,1
0.0,0.0,1.0,0.0,0.15,0.1,0.05,0.45,0.19148148148130734,0.4490277777775501,0.0,0.4128703703702505,0.32888888888858975,0.6955555555552844,0.0,1.0,3
0.0,0.0,0.0,1.0,0.15,0.15,0.35,0.05,0.19259259259241743,0.04629629629625419,0.25035714285699384,0.0,0.5294444444439629,0.12777777777766156,0.6552777777777327,0.0,2
0.0,0.0,1.0,0.0,0.2,0.05,0.05,0.25,0.3463194444441662,0.5713888888883693,0.0,0.7198333333332075,0.736388888888366,0.5713888888883693,0.0,1.0,3
0.0,1.0,0.0,0.0,0.15,0.0,0.1,0.65,0.28111111111085546,0.0,0.12902777777766042,0.6352350427348102,0.5483333333328346,0.0,0.25805555555532084,1.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.00861111111111108,0.0,0.0,0.0,0.00861111111111108,3
1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03111111111111101,0.0,0.0,0.0,0.03111111111111101,0.0,0.0,1
0.0,0.0,0.0,1.0,0.05,0.1,0.1,0.0,0.10361111111111623,0.037361111111112955,0.0034722222222223803,0.0,0.10361111111111623,0.07472222222222591,0.006944444444444761,0.0,1
0.0,0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0816666666666707,0.0,0.0,0.0,0.0816666666666707,0.0,1
1.0,0.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.09569444444444834,0.0,0.09916666666667157,0.0,0.16444444444445094,0.0,0.09916666666667157,1
0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.007777777777778135,0.0,0.0,0.0,0.007777777777778135,0.0,2
0.0,1.0,0.0,0.0,0.05,0.1,0.05,0.05,0.08694444444443951,0.0,0.26499999999999363,0.004722222222221953,0.08694444444443951,0.0,0.26499999999999363,0.004722222222221953,1
0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,0.15694444444443992,0.04777777777777506,0.0,0.0,0.15694444444443992,0.04777777777777506,0.0,0.0,0
0.0,1.0,0.0,0.0,0.05,0.0,0.15,0.1,0.3202777777777706,0.0,0.1458333333333253,0.07819444444444,0.3202777777777706,0.0,0.2236111111110991,0.15638888888888,2
0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.08895833333332849,0.16685185185184587,0.0,0.0,0.17361111111110125,0.3158333333333259,2
0.0,1.0,0.0,0.0,0.05,0.0,0.05,0.15,0.3036111111110939,0.0,0.48166666666664804,0.13064814814814074,0.3036111111110939,0.0,0.48166666666664804,0.22138888888887637,3
1.0,0.0,0.0,0.0,0.0,0.25,0.05,0.05,0.0,0.11188888888888254,0.024444444444443054,0.09194444444443922,0.0,0.26305555555554067,0.024444444444443054,0.09194444444443922,1
0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.2,0.5536111111110907,0.0,0.0,0.1846527777777673,0.5536111111110907,0.0,0.0,0.38972222222220015,3
0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.15,0.0,0.057083333333330086,0.0,0.43351851851849754,0.0,0.0774999999999956,0.0,0.5824999999999776,3
0.0,0.0,0.0,1.0,0.1,0.05,0.05,0.0,0.3608333333333128,0.10888888888888269,0.7483333333332995,0.0,0.5702777777777454,0.10888888888888269,0.7483333333332995,0.0,0
0.0,1.0,0.0,0.0,0.05,0.0,0.15,0.2,0.0,0.0,0.134629629629622,0.1711111111111014,0.0,0.0,0.3077777777777603,0.37527777777775645,3
0.0,0.0,0.0,1.0,0.1,0.05,0.15,0.05,0.45249999999997986,0.08944444444443936,0.0,0.0,0.8202777777777422,0.08944444444443936,0.0,0.0,2
0.0,0.0,0.0,1.0,0.0,0.15,0.0,0.0,0.0,0.2249999999999872,0.0,0.0,0.0,0.31083333333331564,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.2,0.0,0.32555555555553717,0.964999999999954,0.25444444444443,0.0,0.32555555555553717,0.964999999999954,0.45861111111108505,3
0.0,0.0,1.0,0.0,0.15,0.05,0.05,0.05,0.45722222222220005,0.32277777777775957,0.0,0.17166666666665703,1.0,0.32277777777775957,0.0,0.17166666666665703,0
0.0,1.0,0.0,0.0,0.15,0.0,0.05,0.05,0.038148148148145974,0.0,0.06305555555555196,0.15527777777776908,0.09055555555555041,0.0,0.06305555555555196,0.15527777777776908,0
0.0,0.0,0.0,1.0,0.1,0.1,0.3,0.0,0.20166666666665525,0.05722222222221897,0.20398148148146997,0.0,0.25833333333331876,0.06499999999999631,0.5744444444444119,0.0,2
0.0,0.0,0.0,1.0,0.05,0.05,0.15,0.0,1.0,0.5922222222221887,0.45962962962960646,0.0,1.0,0.5922222222221887,1.0,0.0,2
1.0,0.0,0.0,0.0,0.05,0.05,0.1,0.1,0.0,0.5561111111110796,0.06611111111110736,0.2099999999999881,0.0,0.5561111111110796,0.10777777777777166,0.4049999999999771,2
1.0,0.0,0.0,0.0,0.0,0.05,0.4,0.2,0.0,0.025833333333331866,0.26197916666665183,0.1281944444444372,0.0,0.025833333333331866,0.6577777777777405,0.38861111111108915,2
0.0,0.0,1.0,0.0,0.4,0.1,0.05,0.1,0.2269791666666538,0.3738888888888676,0.0,0.007916666666666216,0.5749999999999674,0.38166666666664495,0.0,0.015833333333332433,0
0.0,0.0,1.0,0.0,0.05,0.05,0.2,0.1,0.15972222222221313,0.7727777777777339,0.4257638888888669,0.4266666666666425,0.15972222222221313,0.7727777777777339,1.0,0.6216666666666314,2
