phase0,phase1,phase2,phase3,q_right,q_down,q_left,q_up,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,max_wait_right,max_wait_down,max_wait_left,max_wait_up,action
0.0,0.0,1.0,0.0,0.5,0.1,0.0,0.75,0.8075277777780643,0.011805555555544819,0.0,0.4315555555555246,1.0,0.023611111111089638,0.0,1.0,3
1.0,0.0,0.0,0.0,0.0,0.05,0.75,0.15,0.0,0.3444444444441312,0.6592222222222662,0.257777777777727,0.0,0.3444444444441312,1.0,0.7733333333331809,2
0.0,1.0,0.0,0.0,0.0,0.05,0.35,0.3,0.0,0.0,0.4472222222220027,0.6622685185183165,0.0,0.0,0.8727777777775368,1.0,2
1.0,0.0,0.0,0.0,0.0,0.4,0.15,0.0,0.0,1.0,0.08157407407399989,0.0,0.0,1.0,0.15305555555541636,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.025277777777777694,0.0,0.0,0.0,0.025277777777777694,3
1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05861111111111403,0.0,0.0,0.0,0.05861111111111403,3
0.0,0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,0.06583333333333657,0.0,0.0,0.0,0.06583333333333657,0.0,0.0,1
