phase0,phase1,phase2,phase3,q_right,q_down,q_left,q_up,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,max_wait_right,max_wait_down,max_wait_left,max_wait_up,downstream_right,downstream_down,downstream_left,downstream_up,action
0.0,0.0,1.0,0.0,0.15,0.35,0.05,0.15,0.14703703703715404,0.8971428571434166,0.0,0.6477777777782933,0.2861111111113388,1.0,0.0,0.7533333333339328,0.0,0.0,0.7333333333333333,0.4,1
0.0,0.0,0.0,1.0,0.2,0.15,0.75,0.0,0.3878472222225309,0.04592592592596247,0.6332592592597632,0.0,0.6358333333338393,0.08277777777784365,1.0,0.0,0.4666666666666667,0.0,0.0,0.6666666666666666,2
0.0,0.0,1.0,0.0,0.45,0.1,0.0,0.1,0.8172839506178785,0.34680555555583154,0.0,0.10958333333342055,1.0,0.5094444444448498,0.0,0.15944444444457134,0.0,0.4666666666666667,0.4666666666666667,0.0,0
0.0,0.0,0.0,1.0,0.2,0.0,0.45,0.05,0.22951388888907154,0.0,0.5539506172843792,0.0,0.39972222222254034,0.0,1.0,0.0,0.23333333333333334,0.36666666666666664,0.0,0.0,2
0.0,1.0,0.0,0.0,0.25,0.05,0.15,0.25,0.336333333333601,0.0,0.15166666666678735,0.7234444444450202,0.702777777778337,0.0,0.35361111111139254,1.0,0.0,0.0,0.36666666666666664,0.26666666666666666,3
1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.25,0.0,0.46465277777814756,0.0,0.32244444444470105,0.0,0.9594444444452079,0.0,0.6094444444449294,0.0,0.43333333333333335,0.3,0.0,1
0.0,0.0,1.0,0.0,0.3,0.25,0.0,0.05,0.6717592592597939,0.3771111111114112,0.0,0.18555555555570322,1.0,0.6161111111116014,0.0,0.18555555555570322,0.3333333333333333,0.0,0.0,0.3333333333333333,0
0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.05,0.5623333333337809,0.0,0.0,0.3363888888891566,0.8163888888895385,0.0,0.0,0.3363888888891566,0.5333333333333333,0.3,0.0,0.0,0
0.0,0.0,0.0,1.0,0.4,0.3,0.2,0.0,0.5966319444449193,0.46694444444481603,0.37298611111140795,0.0,1.0,1.0,0.7036111111116711,0.0,0.0,0.0,0.3,0.5333333333333333,0
0.0,1.0,0.0,0.0,0.2,0.0,0.1,0.5,0.10833333333341955,0.0,0.018888888888903922,0.8167500000006501,0.22222222222239907,0.0,0.037777777777807844,1.0,0.0,0.8333333333333334,0.23333333333333334,0.0,3
1.0,0.0,0.0,0.0,0.05,0.4,0.0,0.1,0.0,0.48409722222256446,0.0,0.30763888888907637,0.0,0.9827777777785026,0.0,0.5522222222226044,0.5333333333333333,0.0,0.0,0.1,1
1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.22898148148154007,0.0,0.0,0.0,0.6530555555557621,0.5333333333333333,0.16666666666666666,0.0,0.0,3
1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.05,0.0,0.634305555555512,0.8712500000000676,0.006388888888883078,0.0,1.0,1.0,0.006388888888883078,0.0,0.0,0.16666666666666666,0.6666666666666666,1
0.0,0.0,0.0,1.0,0.7,0.1,0.2,0.05,0.5100198412698476,0.2504166666664389,0.27062499999981854,0.0,1.0,0.3458333333330188,0.5044444444441917,0.0,0.0,0.5666666666666667,0.16666666666666666,0.0,0
0.0,1.0,0.0,0.0,0.15,0.05,0.0,0.15,0.13620370370357984,0.0,0.0,0.4606481481480407,0.21361111111091682,0.0,0.0,0.9355555555555891,0.5666666666666667,0.0,0.0,0.13333333333333333,3
0.0,0.0,0.0,1.0,0.0,0.15,0.05,0.0,0.0,0.11796296296285567,0.0,0.0,0.0,0.22027777777757743,0.0,0.0,0.7,0.26666666666666666,0.0,0.0,1
0.0,1.0,0.0,0.0,0.05,0.0,0.1,0.25,0.06527777777771841,0.0,0.09263888888880463,0.3759444444442895,0.06527777777771841,0.0,0.18527777777760926,1.0,0.23333333333333334,0.4666666666666667,0.0,0.0,3
0.0,0.0,0.0,1.0,0.25,0.4,0.05,0.0,0.2397777777775597,0.12350694444433212,0.0,0.0,0.4969444444439925,0.3566666666663423,0.0,0.0,0.3333333333333333,0.0,0.0,0.26666666666666666,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.00861111111111108,0.0,0.0,0.0,0.00861111111111108,0.0,0.03333333333333333,0.03333333333333333,0.0,3
1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0
1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03111111111111101,0.0,0.0,0.0,0.03111111111111101,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,1
1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.040555555555556747,0.0,0.0,0.0,0.08111111111111349,0.0,0.0,0.03333333333333333,0.0,0.0,0.1,1
0.0,0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0816666666666707,0.0,0.0,0.0,0.0816666666666707,0.0,0.0,0.1,0.13333333333333333,0.0,2
0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.06375000000000314,0.0,0.0,0.0,0.09194444444444899,0.0,0.0,0.06666666666666667,0.06666666666666667,3
0.0,0.0,0.0,1.0,0.05,0.0,0.1,0.05,0.12027777777778195,0.0,0.0,0.0,0.12027777777778195,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.05,0.0,0.1,0.0,0.003611111111110906,0.0,0.0,0.0,0.003611111111110906,0.0,0.0,0.0,0.1,0.0,0.0,0.13333333333333333,2
0.0,0.0,1.0,0.0,0.05,0.1,0.0,0.2,0.05361111111110806,0.08291666666666195,0.0,0.10423611111110856,0.05361111111110806,0.1658333333333239,0.0,0.1752777777777776,0.0,0.1,0.16666666666666666,0.0,3
1.0,0.0,0.0,0.0,0.05,0.05,0.15,0.05,0.0,0.0,0.17083333333332648,0.17777777777776768,0.0,0.0,0.17388888888887902,0.17777777777776768,0.3333333333333333,0.1,0.0,0.0,2
0.0,0.0,0.0,1.0,0.05,0.0,0.1,0.0,0.19305555555554457,0.0,0.05347222222221918,0.0,0.19305555555554457,0.0,0.10694444444443836,0.0,0.0,0.0,0.1,0.3333333333333333,0
0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.05,0.20361111111109959,0.0,0.0,0.008611111111110622,0.20361111111109959,0.0,0.0,0.008611111111110622,0.06666666666666667,0.0,0.0,0.13333333333333333,0
1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15462962962962087,0.0,0.0,0.0,0.30694444444442703,0.0,0.0,0.0,0.1,0.26666666666666666,2
0.0,0.0,0.0,1.0,0.2,0.2,0.05,0.0,0.20618055555554662,0.23020833333332028,0.18166666666665635,0.0,0.40111111111109937,0.43249999999997546,0.18166666666665635,0.0,0.0,0.1,0.23333333333333334,0.0,1
0.0,0.0,1.0,0.0,0.15,0.1,0.0,0.15,0.11805555555554886,0.11513888888888238,0.0,0.1425925925925845,0.24527777777776388,0.21583333333332114,0.0,0.4277777777777535,0.3,0.1,0.0,0.0,3
1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.13555555555554785,0.0,0.20861111111109926,0.0,0.13555555555554785,0.0,0.20861111111109926,0.0,0.0,0.0,0.3333333333333333,3
0.0,0.0,1.0,0.0,0.15,0.2,0.0,0.0,0.1039814814814756,0.3240277777777594,0.0,0.0,0.30222222222220513,0.5408333333333026,0.0,0.0,0.0,0.0,0.16666666666666666,0.26666666666666666,1
0.0,1.0,0.0,0.0,0.3,0.0,0.1,0.0,0.32976851851850164,0.0,0.2241666666666539,0.0,0.6677777777777509,0.0,0.4483333333333078,0.0,0.0,0.26666666666666666,0.43333333333333335,0.0,0
0.0,0.0,0.0,1.0,0.2,0.3,0.1,0.05,0.28854166666665026,0.2287962962962833,0.0,0.29194444444442785,0.5119444444444154,0.4824999999999726,0.0,0.29194444444442785,0.26666666666666666,0.2,0.0,0.0,1
0.0,0.0,0.0,1.0,0.1,0.05,0.15,0.0,0.08694444444443951,0.33555555555553646,0.26148148148146666,0.0,0.17388888888887902,0.33555555555553646,0.4055555555555326,0.0,0.26666666666666666,0.0,0.0,0.43333333333333335,2
0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.05,0.31319444444442673,0.0,0.0,0.13972222222221428,0.6022222222221882,0.0,0.0,0.13972222222221428,0.0,0.0,0.4666666666666667,0.13333333333333333,0
0.0,0.0,1.0,0.0,0.2,0.4,0.0,0.1,0.15180555555554695,0.38138888888886735,0.0,0.09833333333332775,0.4238888888888649,0.6466666666666302,0.0,0.10472222222221626,0.2,0.0,0.0,0.3333333333333333,1
0.0,1.0,0.0,0.0,0.25,0.0,0.15,0.1,0.4677777777777513,0.0,0.14749999999999164,0.3862499999999781,0.8119444444443985,0.0,0.24111111111109754,0.5830555555555226,0.2,0.5333333333333333,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.05,0.2,0.05,0.0,0.20222222222221073,0.25826388888887425,0.09194444444443922,0.0,0.20222222222221073,0.7649999999999566,0.09194444444443922,0.0,0.2,0.3333333333333333,0.0,2
1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.10388888888888298,0.045416666666664086,0.4230555555555315,0.0,0.19972222222221087,0.06527777777777406,0.4230555555555315,0.0,0.0,0.26666666666666666,0.26666666666666666,3
0.0,0.0,1.0,0.0,0.35,0.2,0.0,0.05,0.41103174603172277,0.1620138888888797,0.0,0.37527777777775645,0.8952777777777271,0.48555555555552793,0.0,0.37527777777775645,0.0,0.3,0.4,0.0,0
1.0,0.0,0.0,0.0,0.05,0.0,0.45,0.15,0.0,0.0,0.3258641975308457,0.5188888888888594,0.0,0.0,0.9411111111110577,0.8997222222221712,0.4,0.3,0.0,0.0,2
0.0,1.0,0.0,0.0,0.3,0.05,0.0,0.1,0.44083333333330826,0.0,0.0,0.498333333333305,0.8238888888888422,0.0,0.0,0.5047222222221935,0.26666666666666666,0.0,0.0,0.43333333333333335,0
0.0,0.0,0.0,1.0,0.05,0.25,0.1,0.05,0.13249999999999246,0.18355555555554512,0.26208333333331846,0.0,0.13249999999999246,0.4163888888888652,0.2819444444444284,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,1
1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.35,0.0,0.5120138888888598,0.0,0.31206349206347433,0.0,0.8355555555555081,0.0,0.7308333333332918,0.0,0.43333333333333335,0.26666666666666666,0.0,3
1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.15,0.0,0.26194444444442955,0.0,0.6239814814814459,0.0,0.30361111111109385,0.0,0.8380555555555079,0.4666666666666667,0.0,0.0,0.3,3
0.0,0.0,1.0,0.0,0.15,0.05,0.0,0.25,0.14518518518517695,0.26722222222220704,0.0,0.592555555555522,0.36222222222220163,0.26722222222220704,0.0,1.0,0.43333333333333335,0.2,0.0,0.0,3
0.0,1.0,0.0,0.0,0.35,0.0,0.2,0.05,0.6061507936507592,0.0,0.3098611111110935,0.2505555555555413,1.0,0.0,0.5986111111110771,0.2505555555555413,0.0,0.0,0.2,0.3333333333333333,0
0.0,0.0,0.0,1.0,0.1,0.15,0.0,0.0,0.13847222222227107,0.36351851851857353,0.0,0.0,0.27694444444454214,0.5869444444445245,0.0,0.0,0.3333333333333333,0.0,0.0,0.26666666666666666,1
0.0,0.0,0.0,1.0,0.05,0.25,0.05,0.0,0.08861111111118163,0.7405555555556553,0.0,0.0,0.08861111111118163,1.0,0.0,0.0,0.0,0.3333333333333333,0.3,0.0,1
0.0,0.0,0.0,1.0,0.2,0.15,0.1,0.0,0.4207638888890454,0.3037037037038225,0.0012500000000009947,0.0,0.7122222222223662,0.6172222222223717,0.0025000000000019893,0.0,0.26666666666666666,0.16666666666666666,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.1,0.45,0.1,0.0,0.10041666666674658,0.3478086419754349,0.4088888888890647,0.0,0.20083333333349315,0.98194444444463,0.6338888888890942,0.0,0.0,0.06666666666666667,0.16666666666666666,2
0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.05,0.37694444444468306,0.23027777777794753,0.0,0.046666666666703806,0.543611111111421,0.3313888888891256,0.0,0.046666666666703806,0.6,0.0,0.0,0.26666666666666666,0
0.0,1.0,0.0,0.0,0.25,0.0,0.2,0.0,0.5673888888891978,0.0,0.13090277777788195,0.0,0.9788888888892451,0.0,0.2691666666668809,0.0,0.26666666666666666,0.2,0.0,0.0,0
0.0,1.0,0.0,0.0,0.15,0.05,0.05,0.15,0.23444444444463103,0.0,0.2608333333335409,0.028425925925948548,0.4552777777781401,0.0,0.2608333333335409,0.07944444444450767,0.0,0.5,0.3,0.0,0
1.0,0.0,0.0,0.0,0.05,0.15,0.55,0.1,0.0,0.35111111111138155,0.39310606060625025,0.18486111111125822,0.0,0.5633333333337547,1.0,0.28000000000022285,0.6,0.0,0.0,0.16666666666666666,2
0.0,0.0,1.0,0.0,0.2,0.45,0.05,0.2,0.28430555555575115,0.7810493827163989,0.0,0.4872222222225352,0.6519444444448406,1.0,0.0,1.0,0.0,0.0,0.5666666666666667,0.26666666666666666,1
1.0,0.0,0.0,0.0,0.25,0.1,0.1,0.2,0.6517777777781538,0.1634722222223523,0.2554166666668699,0.2388194444446345,1.0,0.235000000000187,0.5108333333337398,0.3294444444447066,0.0,0.4666666666666667,0.23333333333333334,0.0,0
1.0,0.0,0.0,0.0,0.1,0.05,0.2,0.1,0.0,0.0,0.4502777777781361,0.0,0.0,0.0,0.6025000000004794,0.0,0.3,0.3333333333333333,0.0,0.0,2
1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.0,0.41347222222255126,0.49416666666705994,0.39105555555586674,0.0,0.48500000000038596,0.7608333333339388,0.5794444444449056,0.0,0.5666666666666667,0.26666666666666666,0.0,3
0.0,0.0,1.0,0.0,0.05,0.2,0.05,0.15,0.42194444444478024,0.642708333333838,0.0,0.4428703703707228,0.42194444444478024,0.9966666666674329,0.0,0.713333333333901,0.5666666666666667,0.0,0.0,0.26666666666666666,1
0.0,0.0,1.0,0.0,0.15,0.05,0.1,0.15,0.15601851851864268,0.17527777777791725,0.0,0.18166666666681125,0.2875000000002288,0.17527777777791725,0.0,0.2891666666668968,0.3333333333333333,0.3,0.0,0.0,3
0.0,1.0,0.0,0.0,0.35,0.0,0.25,0.25,0.4897222222225944,0.0,0.1685555555556897,0.7666666666672168,1.0,0.0,0.43666666666701415,1.0,0.0,0.0,0.3,0.3333333333333333,3
0.0,0.0,0.0,1.0,0.0,0.15,0.35,0.1,0.0,0.5158333333337438,0.24773809523829238,0.42166666666700225,0.0,0.8016666666673047,1.0,0.6702777777783112,0.0,0.5666666666666667,0.23333333333333334,0.0,2
0.0,0.0,0.0,1.0,0.15,0.1,0.1,0.05,0.3825925925928971,0.24194444444463697,0.18388888888903523,0.0,0.5375000000004277,0.4252777777781162,0.19333333333348718,0.0,0.4,0.23333333333333334,0.0,0.0,1
0.0,1.0,0.0,0.0,0.05,0.0,0.05,0.25,0.7386111111116989,0.0,0.20138888888904916,0.4908333333337239,0.7386111111116989,0.0,0.20138888888904916,1.0,0.6,0.0,0.0,0.26666666666666666,3
0.0,0.0,0.0,1.0,0.5,0.1,0.4,0.0,0.6151388888893661,0.1665277777779103,0.34440972222249633,0.0,1.0,0.17750000000014127,0.8033333333339726,0.0,0.0,0.0,0.2,0.23333333333333334,0
0.0,1.0,0.0,0.0,0.2,0.0,0.4,0.35,0.4813194444448275,0.0,0.37541666666696544,0.4405952380955887,0.7708333333339468,0.0,1.0,1.0,0.26666666666666666,0.26666666666666666,0.0,0.0,2
0.0,0.0,1.0,0.0,0.1,0.2,0.0,0.1,0.04194444444447783,0.6765277777783162,0.0,0.7504166666672638,0.06305555555560574,1.0,0.0,1.0,0.0,0.4,0.7333333333333333,0.0,1
0.0,0.0,0.0,1.0,0.05,0.2,0.25,0.0,1.0,0.2879861111113403,0.15911111111123774,0.0,1.0,0.6411111111116213,0.5180555555559678,0.0,0.4,0.0,0.0,0.7,0
1.0,0.0,0.0,0.0,0.05,0.4,0.45,0.0,1.0,0.5761805555560141,0.6812037037042458,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4666666666666667,0.2,2
0.0,0.0,1.0,0.0,0.3,0.15,0.0,0.45,0.5894907407412099,0.19407407407422853,0.0,0.6604938271610195,1.0,0.25111111111131096,0.0,1.0,0.2,0.5333333333333333,0.0,0.0,3
0.0,1.0,0.0,0.0,0.15,0.0,0.05,0.1,0.26722222222243486,0.0,0.0,1.0,0.3797222222225244,0.0,0.0,1.0,0.0,0.6333333333333333,0.6,0.0,3
1.0,0.0,0.0,0.0,0.05,0.25,0.3,0.25,0.0,0.4703888888892632,0.3759259259262251,0.08783333333340322,0.0,0.9411111111118601,0.8180555555562066,0.18861111111126122,0.6333333333333333,0.0,0.0,0.6,2
0.0,0.0,0.0,1.0,0.15,0.1,0.1,0.0,0.600555555555692,0.02972222222219519,0.15333333333328458,0.0,0.7130555555557815,0.05944444444439038,0.30666666666656917,0.0,0.0,0.4,0.43333333333333335,0.0,0
0.0,0.0,1.0,0.0,0.2,0.4,0.1,0.35,0.1616666666665541,0.5227430555557196,0.003888888888885352,0.31892857142853986,0.2861111111109688,1.0,0.007777777777770704,0.5386111111111698,0.4,0.0,0.0,0.43333333333333335,1
0.0,0.0,1.0,0.0,0.05,0.45,0.0,0.1,1.0,0.8932098765435609,0.0,0.21361111111100825,1.0,1.0,0.0,0.3241666666665547,0.0,0.0,0.7,0.23333333333333334,1
0.0,0.0,0.0,1.0,0.35,0.25,0.1,0.0,0.8952380952383377,0.4368888888888433,0.04319444444440516,0.0,1.0,0.6844444444445055,0.08638888888881031,0.0,0.26666666666666666,0.7666666666666667,0.0,0.0,0
1.0,0.0,0.0,0.0,0.1,0.1,0.15,0.0,1.0,0.2808333333330779,0.31129629629607364,0.0,1.0,0.35944444444411755,0.6066666666662963,0.0,0.0,0.23333333333333334,0.4666666666666667,0.0,0
0.0,1.0,0.0,0.0,0.3,0.0,0.15,0.35,0.40611111111076476,0.0,0.30962962962934804,0.7127380952377055,0.6861111111106051,0.0,0.3666666666663332,0.938611111110806,0.23333333333333334,0.0,0.0,0.5,3
0.0,1.0,0.0,0.0,0.15,0.0,0.05,0.25,0.6869444444445417,0.0,0.0,0.3313333333330686,1.0,0.0,0.0,0.7741666666661454,0.0,0.0,0.5333333333333333,0.3,0
1.0,0.0,0.0,0.0,0.1,0.35,0.25,0.15,0.0,0.693809523809144,0.21222222222202922,0.01888888888887171,0.0,1.0,0.5030555555550981,0.05666666666661513,0.36666666666666664,0.5333333333333333,0.0,0.0,1
1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.010277777777777742,0.0,0.0,0.0,0.010277777777777742,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.025277777777777694,0.0,0.0,0.0,0.025277777777777694,0.0,0.0,0.06666666666666667,0.0,3
1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0
1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.04777777777777938,0.0,0.0,0.0,0.04777777777777938,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,1
1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0
1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.11027777777778006,0.0,0.025277777777779033,0.0,0.11027777777778006,0.0,0.025277777777779033,0.1,0.03333333333333333,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0752777777777815,0.0,0.0,0.0,0.0752777777777815,0.0,0.0,0.06666666666666667,0.16666666666666666,3
0.0,0.0,0.0,1.0,0.1,0.05,0.1,0.0,0.01208333333333281,0.0,0.09027777777778047,0.0,0.01999999999999919,0.0,0.12361111111111546,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,2
0.0,1.0,0.0,0.0,0.05,0.05,0.05,0.15,0.034722222222220246,0.1936111111111175,0.0,0.04249999999999824,0.034722222222220246,0.1936111111111175,0.0,0.1022222222222184,0.06666666666666667,0.0,0.0,0.13333333333333333,1
0.0,1.0,0.0,0.0,0.05,0.05,0.1,0.05,0.0,0.0,0.05388888888888583,0.22527777777777652,0.0,0.0,0.10777777777777166,0.22527777777777652,0.13333333333333333,0.2,0.0,0.0,3
0.0,0.0,0.0,1.0,0.1,0.0,0.05,0.0,0.0,0.0,0.10694444444443836,0.0,0.0,0.0,0.10694444444443836,0.0,0.0,0.0,0.16666666666666666,0.23333333333333334,2
0.0,1.0,0.0,0.0,0.05,0.0,0.05,0.15,0.15138888888888027,0.0,0.09111111111110594,0.15648148148147326,0.15138888888888027,0.0,0.09111111111110594,0.21888888888887842,0.13333333333333333,0.0,0.0,0.16666666666666666,3
0.0,0.0,1.0,0.0,0.1,0.05,0.0,0.15,0.22874999999998719,0.1936111111111001,0.0,0.06314814814814722,0.23666666666665354,0.1936111111111001,0.0,0.18305555555555314,0.0,0.16666666666666666,0.2,0.0,0
0.0,0.0,0.0,1.0,0.15,0.1,0.25,0.0,0.056759259259256054,0.10347222222221637,0.18011111111110403,0.0,0.17027777777776815,0.17749999999998997,0.32444444444442605,0.0,0.2,0.13333333333333333,0.0,0.0,2
0.0,0.0,1.0,0.0,0.15,0.05,0.0,0.0,0.1392592592592514,0.10805555555554941,0.0,0.0,0.1699999999999904,0.10805555555554941,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0
0.0,0.0,0.0,1.0,0.05,0.05,0.2,0.0,0.3847222222222004,0.11444444444443794,0.15326388888888018,0.0,0.3847222222222004,0.11444444444443794,0.32444444444442605,0.0,0.13333333333333333,0.0,0.0,0.5,2
1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.27972222222220633,0.0,0.29009259259257886,0.0,0.42694444444442026,0.0,0.41638888888887327,0.0,0.16666666666666666,0.4666666666666667,0.0,1
1.0,0.0,0.0,0.0,0.05,0.1,0.05,0.0,0.0,0.27861111111109527,0.09833333333332775,0.0,0.0,0.3413888888888695,0.09833333333332775,0.0,0.0,0.0,0.2,0.16666666666666666,1
0.0,0.0,1.0,0.0,0.3,0.15,0.0,0.3,0.2141666666666545,0.33490740740738834,0.0,0.315555555555538,0.4702777777777511,0.4774999999999729,0.0,0.5605555555555257,0.16666666666666666,0.16666666666666666,0.0,0.0,0
0.0,1.0,0.0,0.0,0.1,0.0,0.05,0.15,0.02680555555555403,0.0,0.0,0.5234259259258989,0.05361111111110806,0.0,0.0,0.6497222222221933,0.0,0.23333333333333334,0.5,0.0,3
0.0,0.0,1.0,0.0,0.15,0.05,0.0,0.1,0.2564814814814669,0.3811111111110895,0.0,0.10027777777777208,0.6513888888888518,0.3811111111110895,0.0,0.14194444444443638,0.23333333333333334,0.0,0.0,0.5,0
0.0,1.0,0.0,0.0,0.15,0.0,0.15,0.0,0.13999999999999213,0.0,0.17398148148147166,0.0,0.2561111111110967,0.0,0.3649999999999794,0.0,0.0,0.0,0.16666666666666666,0.4,2
1.0,0.0,0.0,0.0,0.0,0.15,0.05,0.35,0.0,0.6515740740740372,0.08472222222221741,0.5568650793650481,0.0,0.7941666666666217,0.08472222222221741,0.8772222222221745,0.43333333333333335,0.23333333333333334,0.0,0.0,3
1.0,0.0,0.0,0.0,0.0,0.1,0.05,0.2,0.0,0.31555555555553766,0.0,0.2312499999999869,0.0,0.6311111111110753,0.0,0.3919444444444223,0.3333333333333333,0.0,0.0,0.36666666666666664,1
0.0,0.0,0.0,1.0,0.5,0.05,0.15,0.0,0.30702777777776036,0.06666666666666288,0.08009259259258808,0.0,0.6244444444444089,0.06666666666666288,0.22805555555554272,0.0,0.0,0.26666666666666666,0.4,0.0,0
0.0,0.0,1.0,0.0,0.4,0.05,0.0,0.0,0.32753472222220364,0.007222222222221812,0.0,0.0,0.8638888888888397,0.007222222222221812,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0
0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.21288888888887683,0.39238888888886664,0.0,0.0,0.5233333333333037,0.6419444444444081,0.3333333333333333,0.0,0.0,0.23333333333333334,3
0.0,0.0,0.0,1.0,0.1,0.2,0.2,0.0,0.0,0.7829166666666223,0.1954861111111,0.0,0.0,1.0,0.45138888888886325,0.0,0.3333333333333333,0.26666666666666666,0.0,0.0,1
1.0,0.0,0.0,0.0,0.05,0.15,0.25,0.05,0.0,0.2388888888888753,0.38349999999997825,0.28583333333331706,0.0,0.46666666666664014,0.62805555555552,0.28583333333331706,0.0,0.1,0.4666666666666667,0.0,2
0.0,0.0,0.0,1.0,0.0,0.35,0.3,0.0,0.0,0.5260714285713987,0.4590277777777517,0.0,0.0,1.0,0.8233333333332866,0.0,0.13333333333333333,0.0,0.0,0.4666666666666667,1
1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.21833333333332092,0.0,0.1387499999999921,0.0,0.39055555555553334,0.0,0.19194444444443354,0.0,0.0,0.43333333333333335,0.26666666666666666,3
0.0,1.0,0.0,0.0,0.15,0.0,0.55,0.3,0.18722222222221158,0.0,0.42863636363633933,0.6281481481481124,0.30972222222220464,0.0,0.7847222222221776,0.9663888888888341,0.43333333333333335,0.23333333333333334,0.0,0.0,2
0.0,0.0,1.0,0.0,0.05,0.45,0.05,0.2,0.23499999999998664,0.24438271604936884,0.0,0.3124305555555378,0.23499999999998664,0.7666666666666231,0.0,0.5858333333333,0.0,0.13333333333333333,0.7,0.0,1
0.0,0.0,0.0,1.0,0.0,0.15,0.05,0.05,0.0,0.3225925925925743,0.0,0.0,0.0,0.6072222222221877,0.0,0.0,0.0,0.0,0.23333333333333334,0.5333333333333333,1
0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.6192708333332981,0.13277777777777022,0.0,0.0,1.0,0.13277777777777022,0.3333333333333333,0.0,0.0,0.4,2
0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.05,0.0,0.0,0.06847222222226795,0.22555555555564197,0.0,0.0,0.1369444444445359,0.22555555555564197,0.0,0.0,0.2,0.3333333333333333,2
0.0,1.0,0.0,0.0,0.15,0.0,0.15,0.25,0.2587037037037906,0.0,0.21092592592605763,0.6122222222223435,0.6016666666667886,0.0,0.2863888888890287,0.9525000000001019,0.0,0.23333333333333334,0.5333333333333333,0.0,3
0.0,0.0,1.0,0.0,0.2,0.2,0.05,0.35,0.4534027777779075,0.21791666666679255,0.0,0.9212698412699568,0.7430555555556978,0.3522222222223867,0.0,1.0,0.36666666666666664,0.16666666666666666,0.0,0.0,3
