experiment_id,run_id,mode,seed,spawn_rate,duration_s,fixed_dt_s,rl_model_path,rl_training,iid,avg_wait,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,p95_wait,max_wait,throughput,avg_queue,max_queue,fairness,crossed,spawned,external_spawned,transferred_in,exited_world,red_light_violations
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn1p00,rl,52,1.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,0,11.124176837682146,12.81148395625129,9.057425522223065,8.29446103333406,15.124540052942367,27.633388600003002,38.350076700004166,20.66662533341434,4.883333333333334,11,0.6447368421052632,62,69,43,26,38,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn1p00,rl,52,1.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,1,10.726147578379381,11.471010596297482,10.102103537501097,7.288249870588748,12.695479936364757,29.250058500003178,44.500089000004834,23.33328666675813,4.997222222222222,10,0.5,70,74,53,21,47,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn1p00,rl,52,1.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,2,11.80439519344371,13.652591407693716,11.264934810527286,10.301872455556477,13.010632081819363,27.88338910000303,30.416727500003304,17.999964000070555,4.638888888888889,10,0.8166666666666667,54,61,45,16,33,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn1p00,rl,52,1.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,3,11.897296521819396,11.734233994738055,11.712304126316905,12.570858475001366,12.033357400001277,29.983393300003257,35.83340500000389,17.33329866673461,3.7694444444444444,13,0.75,52,55,39,16,36,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn1p00,rl,52,1.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,-1,11.388004032831159,12.417329988745136,10.534191999142088,9.613860458620163,13.216002367781941,28.687557375003117,,79.33317466697764,4.572222222222222,,0.6778508771929824,238,259,180,79,154,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn3p00,rl,52,3.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,0,15.837765757866743,10.941093310715205,15.552635271876607,15.441569344616976,19.08274256792641,42.3167513000046,57.51678170000625,53.666559333543695,16.95,33,0.85,161,178,122,56,100,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn3p00,rl,52,3.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,1,14.19059614670456,17.108367550001535,10.42636493871056,14.559120027274249,13.362005890626085,39.6000792000043,54.15010830000588,53.999892000211666,18.163888888888888,29,0.847457627118644,162,182,135,47,102,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn3p00,rl,52,3.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,2,16.401182227587817,18.50781479333506,16.171196363493635,15.864671368920524,16.15095822777938,43.033419400004675,54.68344270000594,54.666557333547615,20.330555555555556,40,0.9775064267352185,164,203,141,62,108,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn3p00,rl,52,3.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,3,14.89791339365222,17.813316876564205,12.690083859650334,16.37622322857312,11.489416918182782,39.33341200000427,64.96679660000706,55.33322266688356,19.908333333333335,44,0.5930493273542601,166,189,142,47,103,0
pres2_rl_sw020_lowhigh_20260313,rl_seed52_spawn3p00,rl,52,3.0,180.00036000001444,0.0166667,models/rl_best_pres2_sw0p20_ws12_20260313.json,False,-1,15.331864381452835,16.092648132654002,13.710070108432785,15.560395992346217,15.021280901128664,41.07091547500446,,217.66623133418653,18.838194444444444,,0.8170033453020307,653,752,540,212,413,0
