experiment_id,run_id,mode,seed,spawn_rate,duration_s,fixed_dt_s,rl_model_path,rl_training,iid,avg_wait,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,p95_wait,max_wait,throughput,avg_queue,max_queue,fairness,crossed,spawned,external_spawned,transferred_in,exited_world,red_light_violations
compare_with_neural_v2,fixed_seed41_spawn1p00,fixed,41,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,0,22.314287052729174,22.420557661540897,23.102823983335842,30.98783975333586,15.827809433334286,53.83344100000427,98.26686320001068,14.999970000058797,6.563888888888889,12,0.5,45,55,39,16,31,0
compare_with_neural_v2,fixed_seed41_spawn1p00,fixed,41,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,1,26.787142776058783,40.724323872731524,12.61460856250137,21.23962581250171,22.27630717878955,81.8668304000089,97.41686150001058,18.666629333406505,9.708333333333334,21,0.44291338582677164,56,71,50,21,43,0
compare_with_neural_v2,fixed_seed41_spawn1p00,fixed,41,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,2,30.15244125714593,26.720291535717188,26.76543814615675,40.045413424004266,16.03942601818259,68.26680320000742,81.9001638000089,15.666635333394744,9.833333333333334,17,0.6808510638297872,47,63,44,19,31,0
compare_with_neural_v2,fixed_seed41_spawn1p00,fixed,41,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,3,23.051990548335556,30.3448523562533,16.51207006111284,24.5615875846179,21.621838115385916,70.80014160000769,91.30018260000992,16.33330066673069,8.119444444444444,14,0.3558823529411765,49,60,47,13,23,0
compare_with_neural_v2,fixed_seed41_spawn1p00,fixed,41,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,25.576465408567362,30.052506356560727,19.7487351882767,29.208616643614935,18.941345186423085,68.69180405000706,,65.66653533359073,8.55625,,0.49491170064943385,197,249,180,69,128,0
compare_with_neural_v2,fixed_seed42_spawn1p00,fixed,42,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,0,21.960796609679527,20.907184671430567,23.400046800002386,19.544483533335228,23.540047080002203,48.08342950000138,61.6834567000067,15.666635333394744,7.958333333333333,15,0.7922535211267606,47,62,52,10,32,0
compare_with_neural_v2,fixed_seed42_spawn1p00,fixed,42,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,1,28.637094311114044,38.27761278696033,17.95670258000181,15.788920466668381,26.114496673336173,67.1334676000073,95.00019000000648,13.666639333386904,8.491666666666667,17,0.4023809523809524,41,54,40,14,27,0
compare_with_neural_v2,fixed_seed42_spawn1p00,fixed,42,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,2,27.25866562833606,25.56116223333574,22.566711800002395,31.502961556524863,30.73895036666958,55.86677840000607,84.83350300000922,15.999968000062717,8.816666666666666,19,0.6666666666666666,48,60,42,18,36,0
compare_with_neural_v2,fixed_seed42_spawn1p00,fixed,42,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,3,24.76322156935729,33.694804231582225,24.846081438097674,14.926696520001494,21.35004270000232,65.00013000000706,93.23351980001013,15.666635333394744,8.472222222222221,15,0.5681818181818182,47,62,46,16,30,0
compare_with_neural_v2,fixed_seed42_spawn1p00,fixed,42,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,25.65494452962173,29.610190980827216,22.192385654526067,20.44076551913249,25.43588420500257,59.02095137500545,,60.99987800023911,8.434722222222222,,0.6073707395890495,183,238,180,58,125,0
