timestamp,elapsed_s,mode,seed,iid,avg_wait_s,p95_wait_s,max_wait_s,avg_queue,max_queue,throughput_per_min,fairness_index
2026-02-26T07:52:37.232852,80.1,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:37.232852,80.1,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:42.234184,85.1,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:42.234184,85.1,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:42.234184,85.1,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:42.234184,85.1,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:47.248535,90.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:47.248535,90.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:47.248535,90.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:47.248535,90.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:52.255662,95.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:52.255662,95.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:52.255662,95.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:52.255662,95.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:57.261679,100.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:57.261679,100.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:57.261679,100.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:52:57.261679,100.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:02.271815,105.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:02.271815,105.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:02.271815,105.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:02.271815,105.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:07.287914,110.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:07.287914,110.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:07.287914,110.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:07.287914,110.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:12.303868,115.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:12.303868,115.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:12.303868,115.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:12.303868,115.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:17.316211,120.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:17.316211,120.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:17.316211,120.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:17.316211,120.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:22.316950,125.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:22.316950,125.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:22.316950,125.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:22.316950,125.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:27.328009,130.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:27.328009,130.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:27.328009,130.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:27.328009,130.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:32.329681,135.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:32.329681,135.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:32.329681,135.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:32.329681,135.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:37.336756,140.2,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:37.336756,140.2,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:37.336756,140.2,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:37.336756,140.2,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:42.344013,145.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:42.344013,145.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:42.344013,145.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:42.344013,145.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:47.360579,150.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:47.360579,150.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:47.360579,150.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:47.360579,150.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:52.367633,155.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:52.367633,155.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:52.367633,155.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:52.367633,155.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:57.371791,160.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:57.371791,160.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:57.371791,160.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:53:57.371791,160.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:02.379507,165.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:02.379507,165.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:02.379507,165.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:02.379507,165.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:07.393441,170.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:07.393441,170.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:07.393441,170.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:07.393441,170.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:12.405792,175.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:12.405792,175.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:12.405792,175.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:12.405792,175.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:17.406938,180.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:17.406938,180.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:17.406938,180.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:17.406938,180.3,random,42,3,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:22.417459,185.3,random,42,0,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:22.417459,185.3,random,42,1,0.00,0.00,0.00,0.00,0,0.00,1.000
2026-02-26T07:54:22.417459,185.3,random,42,2,0.00,0.00,0.00,0.00,0,0.00,1.000
