experiment_id,run_id,mode,seed,spawn_rate,duration_s,fixed_dt_s,rl_model_path,rl_training,iid,avg_wait,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,p95_wait,max_wait,throughput,avg_queue,max_queue,fairness,crossed,spawned,external_spawned,transferred_in,exited_world,red_light_violations
pres2_sw020_ws12_20260313_train_e007,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,0,14.64734813521377,12.70764446285537,11.173534251783982,16.595939624555403,16.493122417069124,39.383412100001856,61.23345579994293,39.59992080016468,14.145,32,0.7071823204419889,198,230,164,66,114,0
pres2_sw020_ws12_20260313_train_e007,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,1,14.14096530184061,16.011314073842634,12.431887608823901,14.785813885291365,13.12443101071098,35.76673819996316,43.35008670000471,38.399923200159684,12.313333333333333,27,0.777363184079602,192,217,141,76,124,0
pres2_sw020_ws12_20260313_train_e007,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,2,13.223316111788499,13.50419367499727,15.743003373492432,11.362648987877726,11.031461456815059,35.30007059997726,52.31677130000568,44.59991080018547,12.246666666666666,24,0.5,223,229,148,81,145,0
pres2_sw020_ws12_20260313_train_e007,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,3,13.873361079995702,15.53031275069713,13.844280562068326,14.099631373800916,11.021991740908597,39.23341179993736,88.91684449995199,37.799924400157195,12.395,30,0.676,189,215,147,68,110,0
pres2_sw020_ws12_20260313_train_e007,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,-1,13.971247657209645,14.4383662405981,13.29817644904216,14.211008467881353,12.91775165637594,37.42090817496991,,160.39967920066704,12.774999999999999,,0.6651363761303978,802,891,600,291,493,0
pres2_sw020_ws12_20260313_train_e007,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,0,13.254904558532932,10.075223402436162,13.43393491379188,13.844573143632417,14.41419549499526,32.98339930000358,83.5335003999588,35.39992920014721,11.785,28,0.593939393939394,177,205,150,55,110,0
pres2_sw020_ws12_20260313_train_e007,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,1,12.56029368293707,13.012638637836107,9.617772858694348,9.816686299997258,15.7751727932203,30.83339500000335,43.2667532000047,39.79992040016551,11.201666666666666,24,0.5806451612903226,199,211,145,66,128,0
pres2_sw020_ws12_20260313_train_e007,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,2,12.616932285094919,9.131310779590317,13.76113863333231,13.471282981158307,14.029826039392502,38.11674290000414,57.083447500002514,38.99992200016218,11.636666666666667,23,0.65,195,208,156,52,120,0
pres2_sw020_ws12_20260313_train_e007,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,3,14.244519423428907,12.852109037498588,12.843997319147746,18.17359956551436,17.830591216661585,31.783396899949253,50.05010009993552,44.99991000018713,14.2,26,0.7424242424242424,225,239,149,90,166,0
pres2_sw020_ws12_20260313_train_e007,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,-1,13.169162487498458,11.267820464340293,12.414210931241572,13.826535497575584,15.512446386067412,33.42923352499008,,159.19968160066202,12.205833333333333,,0.6417521994134898,796,863,600,263,524,0
pres2_sw020_ws12_20260313_train_e007,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,0,15.013969421815272,12.471196113510942,14.05002809999547,14.649818329113208,18.10639984908607,36.833407000004,50.53343439999185,40.19991960016717,13.463333333333333,25,0.9304123711340206,201,220,149,71,122,0
pres2_sw020_ws12_20260313_train_e007,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,1,13.993173729434602,14.515119120266903,11.437341715215856,13.675212535554556,15.406091418178153,33.466733600003636,70.41680749994711,42.79991440017798,14.241666666666667,24,0.5197841726618705,214,231,165,66,123,0
pres2_sw020_ws12_20260313_train_e007,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,2,13.33137222843761,8.744732936583025,14.714404428745883,16.06387828153623,10.200020399999051,34.86673640000379,45.783424900004974,39.99992000016634,11.715,25,0.9418604651162791,200,218,145,73,133,0
pres2_sw020_ws12_20260313_train_e007,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,3,12.733129441741008,12.516923181941689,14.469942359739113,9.795607826469805,12.210500611424369,30.266727200003288,63.91679449995749,39.99992000016634,11.516666666666667,21,0.826530612244898,200,218,141,77,138,0
pres2_sw020_ws12_20260313_train_e007,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,-1,13.767911205357123,12.06199283807564,13.667929150924081,13.54612924316845,13.980753069671911,33.85840105000368,,162.99967400067783,12.734166666666667,,0.8046469052892671,815,887,600,287,516,0
pres2_sw020_ws12_20260313_train_e007,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,0,13.76891642666379,9.565495321427598,14.9572521366594,14.020371177938202,15.537412027140821,36.53340640000397,54.18344169993085,37.799924400157195,11.305,24,0.7709790209790209,189,210,134,76,125,0
pres2_sw020_ws12_20260313_train_e007,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw020_ws12_20260313/shared_qtable.json,True,1,13.310751259128544,12.33335799999806,12.573154397957758,12.824192314998623,15.45298789515876,36.866740400004005,44.883423100004876,41.39991720017216,13.555,23,0.8643790849673203,207,230,163,67,127,0
