mode,avg_wait,p95_wait,throughput,avg_queue,fairness
adaptive,3.056340752261644,6.985490844638602,5.562761963901839,1.3389568368247082,0.038480775474463755
fixed,1.5690998717216778,6.315095022739256,3.085803644667952,0.6857366555773934,0.06250774914624788
greedy,1.934305981322341,6.301918317562806,3.804959903446826,0.49207781577174464,0.07410997979346812
neural,0.5625541544850359,2.0967021595112327,0.9603220987482507,0.3372610751231306,0.08719718165065779
random,3.8150032859366174,8.57357620567509,11.001493044193282,1.066809456769328,0.11238099367713435
rl,2.590136617034704,8.085634082929598,3.5777016085961666,0.8690436043521809,0.04502265759095437
