experiment_id,run_id,mode,seed,spawn_rate,duration_s,fixed_dt_s,rl_model_path,rl_training,iid,avg_wait,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,p95_wait,max_wait,throughput,avg_queue,max_queue,fairness,crossed,spawned,external_spawned,transferred_in,exited_world,red_light_violations
final_final_results_train10_train_e001,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,0,20.67387468099706,12.364376580549953,11.404977764865544,24.956560329686944,26.515132395232133,59.26678520000644,73.666814000008,36.79992640015303,15.19,33,0.8205128205128205,184,200,139,61,120,0
final_final_results_train10_train_e001,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,1,22.890157422965533,18.088477037095753,16.302889748568145,10.71128268378326,35.94184966133325,62.93345920000684,84.7668362000083,37.599924800156366,18.515,29,0.882,188,209,152,57,123,0
final_final_results_train10_train_e001,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,2,24.655654030970915,17.8206238764708,35.56736280125246,18.31259370273599,20.104313712807578,64.80012960000704,88.55017710000492,41.99991600017466,21.303333333333335,37,0.7111111111111111,210,226,152,74,140,0
final_final_results_train10_train_e001,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,3,23.811759335131622,33.285982064787625,26.543340123603052,11.460022919997988,14.590715455881446,67.35013470000601,89.00017800000967,40.19991960016717,19.73,35,0.8546511627906976,201,222,157,65,130,0
final_final_results_train10_train_e001,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,-1,23.007861367516284,20.389864889726034,22.4546426095723,16.360114909051045,24.288002806313603,63.58762717500658,,156.59968680065123,18.684583333333332,,0.8170687736036573,783,857,600,257,513,0
final_final_results_train10_train_e001,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,0,25.101175378055753,6.501917765714047,20.302897748570704,31.55080384221664,28.19789189350324,60.26678720000655,86.4835063000094,42.39991520017632,22.315,39,0.4898119122257053,212,237,160,77,145,0
final_final_results_train10_train_e001,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,1,18.403074189246414,19.736944235706552,12.2916912499977,14.46584089743481,22.17727440139993,62.366791400006775,92.51685169994522,34.79993040014472,14.946666666666667,41,0.7326007326007326,174,214,141,73,103,0
final_final_results_train10_train_e001,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,2,25.132611993515845,28.277139887497697,24.105176415383635,30.900061799994905,13.753202109522674,63.95012790000695,82.61683190000716,39.399921200163845,19.373333333333335,41,0.4402439024390244,197,216,147,69,122,0
final_final_results_train10_train_e001,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,3,20.527605157687972,24.22773662741592,21.148676177048145,16.951196693018247,17.825035649990234,57.86678239996195,74.20014840000806,37.39992520015553,15.505,32,0.8963414634146342,187,208,152,56,106,0
final_final_results_train10_train_e001,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,-1,22.291116679626498,19.685934629083555,19.462110397750045,23.46697580816615,20.48835101360402,61.112622224995555,,153.9996920006404,18.035,,0.6397495026700241,770,875,600,275,476,0
final_final_results_train10_train_e001,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,0,18.639391170041968,16.288668940906614,13.204281727656754,19.445351390625643,22.907453222218432,51.21676910000181,74.20014840000806,40.79991840016967,17.236666666666668,31,0.6388888888888888,204,227,175,52,119,0
final_final_results_train10_train_e001,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,1,20.464881112324658,26.789636912496633,12.034468513332165,16.641699949993356,21.25862094852383,53.60010720000582,76.70015340000833,38.79992240016135,16.123333333333335,25,0.8729050279329609,194,219,146,73,123,0
final_final_results_train10_train_e001,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,2,22.21679046523602,26.71072008800012,18.847656742851807,26.885128397015627,18.03680077941064,67.26680120000731,95.88352510001042,37.19992560015469,15.598333333333333,31,0.5581395348837209,186,210,131,79,132,0
final_final_results_train10_train_e001,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,3,22.477353248821867,27.620394223725604,22.572711811997447,20.81893052666199,15.537285976460259,58.25011650000633,120.98357530001314,37.599924800156366,17.535,33,0.7070135746606335,188,213,148,65,120,0
final_final_results_train10_train_e001,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,-1,20.949603999106127,24.352355041282244,16.664779698959542,20.947777566074155,19.43504023165329,57.58344850000532,,154.39969120064208,16.623333333333335,,0.694236756591551,772,869,600,269,494,0
final_final_results_train10_train_e001,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,0,18.311222808555822,9.933843397056005,11.32298560888495,24.016939925671444,20.877577986956208,52.233437800005674,71.83347700000462,40.59991880016883,14.45,26,0.9704301075268817,203,222,153,69,127,0
final_final_results_train10_train_e001,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,1,18.26345835574964,18.680513551424017,12.929755589188114,19.89011914523631,19.559995829868225,48.61676390000528,69.53347240000755,40.79991840016967,16.926666666666666,31,0.8175675675675675,204,226,168,58,127,0
final_final_results_train10_train_e001,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,2,20.915319608330094,16.66013433029281,22.529745914099628,21.66561710163931,19.938060709372117,50.91676850000553,82.23349780000893,36.19992760015054,16.06,26,0.6782051282051282,181,204,134,70,125,0
final_final_results_train10_train_e001,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,3,20.59030520693026,17.47618879846204,28.40987417123197,11.483846497057185,18.63059281666673,59.8334530000042,88.76684420000964,37.19992560015469,16.52,30,0.7111111111111111,186,202,145,57,127,0
final_final_results_train10_train_e001,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,-1,19.520076494891455,15.687670019308719,18.798090320851166,19.264130667401062,19.75155683571582,52.90010580000517,,154.79969040064373,15.989166666666666,,0.7943284786026722,774,854,600,254,506,0
final_final_results_train10_train_e001,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,0,21.28184684495234,15.184240894735078,27.1202296789479,17.606939975711285,24.991485168053714,61.03345540000663,79.38349210000862,39.79992040016551,17.37,33,0.8130630630630631,199,218,148,70,129,0
final_final_results_train10_train_e001,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,1,18.556914136405258,24.758620945709804,11.759218920681587,13.799194264998647,17.860234725374404,50.75010150000551,63.5334604000069,38.199923600158854,15.0,28,0.7120253164556962,191,206,143,63,129,0
final_final_results_train10_train_e001,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,2,24.59799440136675,18.426227328566092,24.06266717285509,33.79871624594131,13.913777827499796,62.61679190000534,79.38349210000862,38.99992200016218,17.703333333333333,38,0.7659574468085106,195,219,146,73,126,0
final_final_results_train10_train_e001,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,3,19.49200868090302,23.048872388728444,21.21719929704704,16.998483609299516,12.580726915785965,49.28343189994567,80.80016160000878,38.399923200159684,16.996666666666666,35,0.8166666666666667,192,220,163,57,117,0
final_final_results_train10_train_e001,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,-1,20.982191015906842,20.354490389434854,21.039828767382904,20.550833523987688,17.33655615917847,55.92094517499079,,155.39968920064624,16.7675,,0.7769281232484841,777,863,600,263,501,0
final_final_results_train10_train_e001,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,0,20.047470001398864,18.363370059997287,18.146617489743853,25.972858963154536,14.813023976266274,52.40010480000569,63.000126000006844,38.99992200016218,15.013333333333334,28,0.733739837398374,195,214,148,66,119,0
final_final_results_train10_train_e001,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,1,21.350763855287827,21.150539813431404,13.791018572972062,23.8111587333331,24.411876780645283,53.13343960000577,68.36680340000743,38.99992200016218,16.923333333333332,32,0.6926229508196722,195,208,147,61,118,0
final_final_results_train10_train_e001,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,2,17.924210022520942,12.971164153653124,25.398788171212544,15.781449187355625,14.216099860710841,44.90008980000488,77.06682080000837,40.79991840016967,15.796666666666667,33,0.8804347826086957,204,222,153,69,142,0
final_final_results_train10_train_e001,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,3,19.70499436486028,20.37789789857286,25.231002842851893,10.118719424387377,18.707760992667477,53.083439499992124,65.41679749993207,39.59992080016468,17.18166666666667,35,0.6050420168067226,198,222,152,70,135,0
final_final_results_train10_train_e001,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,-1,19.756859561016977,18.21574298141367,20.641856769195087,18.92104657705766,18.03719040257247,50.87926842500212,,158.39968320065873,16.22875,,0.7279598969083662,792,866,600,266,514,0
final_final_results_train10_train_e001,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,0,17.71121963289173,15.618682030952444,11.861651630230096,18.208369749998003,21.987602660557204,51.26676919994085,71.51680970000777,39.99992000016634,14.753333333333334,28,0.8376068376068376,200,228,151,77,124,0
final_final_results_train10_train_e001,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,1,18.96766153971007,19.435546117389386,8.88598268420684,14.068778137500592,27.786614712897638,58.9334512000064,71.08347549996338,37.39992520015553,15.331666666666667,28,0.9307692307692308,187,209,144,65,111,0
final_final_results_train10_train_e001,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,2,19.173492343889823,8.732035007891358,22.058491605476803,24.21176717343707,16.210901986956518,49.00009800000532,73.3668134000066,40.59991880016883,16.95,32,0.8617021276595744,203,221,160,61,130,0
final_final_results_train10_train_e001,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,3,16.446683611001955,16.868128974283916,17.57028830505984,17.810973121868955,10.663711803571433,38.6667440000042,59.85011970000406,37.999924000158025,14.856666666666667,28,0.597682119205298,190,209,145,64,132,0
final_final_results_train10_train_e001,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,-1,18.074764281873392,15.163598032629276,15.094103556243395,18.574972045701156,19.162207790995698,49.466765599989195,,155.99968800064872,15.472916666666666,,0.8069400788102352,780,867,600,267,497,0
final_final_results_train10_train_e001,rl_seed47_spawn2p00,rl,47,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,0,21.607671739302447,18.413602718605443,18.753959076467286,22.096919193746977,24.991994428334383,52.483438300001225,68.01680270000408,38.399923200159684,15.076666666666666,30,0.6136363636363636,192,201,135,66,119,0
final_final_results_train10_train_e001,rl_seed47_spawn2p00,rl,47,2.0,300.00059999995244,0.0166667,models/studies/final_final_results_train10/shared_qtable.json,True,1,22.15044915910512,24.703880825285037,17.75268702044911,16.437069911109965,25.368125853513476,56.933447200006185,86.50017299997188,43.799912400182144,19.856666666666666,36,0.7101449275362319,219,247,171,76,137,0
