epoch,split,summary_csv,n_runs,avg_wait_mean,throughput_mean,fairness_mean,red_light_violations_mean,avg_wait_std,throughput_std,fairness_std,red_light_violations_std,avg_wait_min,throughput_min,fairness_min,red_light_violations_min,avg_wait_max,throughput_max,fairness_max,red_light_violations_max,best_run_id,best_model_path,best_avg_wait,best_throughput,best_fairness,best_red_light_violations
1,train,results\pres2_sw010_ws12_20260313_train_e001\summary.csv,8,14.436616239846641,159.34968130066267,0.7735838008240211,0.0,0.8180009878063238,2.7479807797376044,0.04917459527873404,0.0,12.895356221231946,156.19968760064955,0.6823016982499741,0.0,15.396343502698365,162.99967400067783,0.8452387779680319,0.0,rl_seed41_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.895356221231946,162.99967400067783,0.743989147256345,0.0
2,train,results\pres2_sw010_ws12_20260313_train_e002\summary.csv,8,13.674420322470107,159.47468105066318,0.7921659581524519,0.0,0.5560974438612655,2.132566283022542,0.05076162947782669,0.0,12.966969288585886,156.3996872006504,0.6890709322336591,0.0,14.580161141712193,161.99967600067367,0.8414237029256483,0.0,rl_seed47_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.966969288585886,161.19967760067036,0.8007834757834758,0.0
3,train,results\pres2_sw010_ws12_20260313_train_e003\summary.csv,8,13.723188223178187,160.9746780506694,0.7873070888226862,0.0,0.5825865058004315,3.211468538599245,0.06826132474540833,0.0,12.877765696337416,157.1996856006537,0.685424668580697,0.0,14.688618986849024,166.19966760069116,0.8884961789475891,0.0,rl_seed43_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.877765696337416,160.39967920066704,0.8410483047330736,0.0
4,train,results\pres2_sw010_ws12_20260313_train_e004\summary.csv,8,13.448505020505158,160.7496785006685,0.806294736636285,0.0,0.8436637802451922,1.6928386877940993,0.04052571541434813,0.0,12.172730511348657,159.5996808006637,0.7360908621436544,0.0,14.856201685444834,164.5996708006845,0.867103738046943,0.0,rl_seed45_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.172730511348657,159.5996808006637,0.867103738046943,0.0
5,train,results\pres2_sw010_ws12_20260313_train_e005\summary.csv,8,13.47243745450162,159.82468035066464,0.7703911361688309,0.0,0.4084869088274565,1.8986799572451407,0.07746752013139384,0.0,12.983498095256143,157.1996856006537,0.657984837687617,0.0,14.175146197588065,162.99967400067783,0.8453120674274817,0.0,rl_seed40_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.983498095256143,161.3996772006712,0.6801850827921229,0.0
6,train,results\pres2_sw010_ws12_20260313_train_e006\summary.csv,8,13.434523157531872,159.67468065066402,0.7822713472902961,0.0,0.3078649508186884,2.9060224052997268,0.05141519942460336,0.0,12.889264079401913,156.3996872006504,0.6977906131768807,0.0,13.844762924275535,164.79967040068533,0.8485536452884569,0.0,rl_seed44_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.889264079401913,160.19967960066623,0.8485536452884569,0.0
7,train,results\pres2_sw010_ws12_20260313_train_e007\summary.csv,8,13.558995665327751,159.47468105066318,0.7686525797220776,0.0,0.46437113343090686,2.7608173370698226,0.03178444505890928,0.0,12.655132657475482,154.79969040064373,0.7303166412103153,0.0,14.116629728514532,163.99967200068198,0.8396823394881108,0.0,rl_seed45_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.655132657475482,160.39967920066704,0.7667640456856143,0.0
8,train,results\pres2_sw010_ws12_20260313_train_e008\summary.csv,8,13.442095928298526,159.84968030066474,0.7836711179285026,0.0,0.49285679030453994,1.935380919329128,0.01638449432718657,0.0,12.736690818415747,155.59968880064707,0.755661727056414,0.0,14.365575341711168,161.599676800672,0.8066305469556243,0.0,rl_seed45_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.736690818415747,159.39968120066288,0.7880653929366588,0.0
9,train,results\pres2_sw010_ws12_20260313_train_e009\summary.csv,8,13.486469032681073,159.82468035066464,0.7914424393034388,0.0,0.5146999721429782,1.8187478966226496,0.0318975780384843,0.0,12.668229369932888,157.79968440065622,0.7420301698132938,0.0,14.460682595598794,162.1996756006745,0.8314393939393939,0.0,rl_seed45_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.668229369932888,158.19968360065786,0.7420301698132938,0.0
10,train,results\pres2_sw010_ws12_20260313_train_e010\summary.csv,8,13.532533792676201,160.12467975066588,0.7913073778709417,0.0,0.6628854659354496,1.8390566409474909,0.03496144832238629,0.0,12.543243281331051,156.79968640065206,0.7235240450896115,0.0,14.460682595598794,161.99967600067367,0.8271738757550898,0.0,rl_seed45_spawn2p00,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,12.543243281331051,159.19968160066202,0.8271738757550898,0.0
