epoch,experiment_id,run_id,mode,seed,spawn_rate,duration_s,fixed_dt_s,rl_model_path,rl_training,iid,avg_wait,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,p95_wait,max_wait,throughput,avg_queue,max_queue,fairness,crossed,spawned,external_spawned,transferred_in,exited_world,red_light_violations
1,pres2_sw010_ws12_20260313_train_e001,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.618019357666192,12.428109736546228,14.347498192662682,14.036707366286079,15.611788164025906,35.537571074988726,,161.79967640067287,13.115833333333333,,0.8009960482866887,809,875,600,275,524,0
1,pres2_sw010_ws12_20260313_train_e001,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,12.895356221231946,13.785410973233956,11.90702330146533,12.031700870028526,12.67726917330759,31.283395899989145,,162.99967400067783,12.182916666666667,,0.743989147256345,815,881,600,281,515,0
1,pres2_sw010_ws12_20260313_train_e001,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.376181173542468,13.848117208534543,14.54558678994928,13.897389863688069,12.695803900327942,37.75424217498894,,157.99968400065706,13.025833333333333,,0.7689514518903613,790,865,600,265,510,0
1,pres2_sw010_ws12_20260313_train_e001,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.880296343660529,12.799080715026616,12.907914829443754,14.543568714413198,13.333488196567863,35.120903575003815,,156.9996860006529,12.662083333333333,,0.6823016982499741,785,853,600,253,525,0
1,pres2_sw010_ws12_20260313_train_e001,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.111192821200198,11.364798748717545,13.188108171531109,14.859411384371754,15.865351238713924,38.18340969998248,,156.19968760064955,12.802083333333334,,0.7687679887162646,781,860,600,260,514,0
1,pres2_sw010_ws12_20260313_train_e001,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.976481783422514,14.616029974914472,12.465618816252151,15.60952369857934,15.966505568037512,38.98341129999315,,162.79967440067702,13.259583333333333,,0.8452387779680319,814,878,600,278,516,0
1,pres2_sw010_ws12_20260313_train_e001,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,15.239058715350922,11.773495549797918,16.192608366301915,14.533336405842958,14.666791419484397,39.20424507498343,,158.59968280065954,14.005416666666667,,0.7637206823027718,793,876,600,276,510,0
1,pres2_sw010_ws12_20260313_train_e001,rl_seed47_spawn2p00,rl,47,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,15.396343502698365,14.192201107662683,16.516001083274684,16.298899399717875,12.436536606901736,41.58758317498561,,157.39968520065457,13.752916666666666,,0.8147046119217317,787,875,600,275,498,0
2,pres2_sw010_ws12_20260313_train_e002,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.757467183546936,14.413591113289915,12.204852974120936,13.684925562644867,13.071155194940204,35.77507154999119,,160.99967800066952,12.765,,0.8414237029256483,805,881,600,281,517,0
2,pres2_sw010_ws12_20260313_train_e002,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,12.970599044613465,11.96209436673718,12.918967311581358,13.133511308926536,12.20822101902348,31.495896324982283,,159.5996808006637,12.267083333333334,,0.7662022275250369,798,869,600,269,514,0
2,pres2_sw010_ws12_20260313_train_e002,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.621592280708441,13.831230934298274,13.610318264329635,12.292685378379616,13.65983387937555,35.71257142498686,,160.59967880066787,12.51375,,0.8241235105664211,803,878,600,278,512,0
2,pres2_sw010_ws12_20260313_train_e002,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.437751170115625,12.789103247539062,15.057763980150224,11.078401965738259,12.783663555661706,36.90424047498188,,156.3996872006504,12.655000000000001,,0.6890709322336591,782,865,600,265,508,0
2,pres2_sw010_ws12_20260313_train_e002,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.909304153326612,13.710884540566932,12.094097236689027,13.341933421532177,15.313113383458411,38.10424287499514,,156.59968680065123,12.770833333333332,,0.8379410238263741,783,853,600,253,513,0
2,pres2_sw010_ws12_20260313_train_e002,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.580161141712193,13.356614214395131,13.545174123327078,14.842309490772776,16.470170118707845,38.25840985000362,,158.39968320065873,12.775416666666667,,0.8122989502719763,792,863,600,263,514,0
2,pres2_sw010_ws12_20260313_train_e002,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.1515183171517,13.299905178023977,15.019348793042845,12.131464705751691,14.46086292273396,35.71673809998909,,161.99967600067367,12.812916666666666,,0.7654838420870244,810,869,600,269,524,0
2,pres2_sw010_ws12_20260313_train_e002,rl_seed47_spawn2p00,rl,47,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,12.966969288585886,11.941465467571327,13.875843525634561,11.617398831377571,12.82616143777989,32.96673259997896,,161.19967760067036,12.091666666666667,,0.8007834757834758,806,873,600,273,522,0
3,pres2_sw010_ws12_20260313_train_e003,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.26606444583484,12.310926481352835,12.66534939461283,12.451684191280485,14.150961363684345,35.04173674999528,,166.19966760069116,12.484166666666667,,0.761045631775461,831,901,600,301,520,0
3,pres2_sw010_ws12_20260313_train_e003,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.8135259332367,12.805555649487475,16.235428597288774,12.681665574918238,12.55805883848942,37.058407449986134,,157.1996856006537,12.50875,,0.7447559201945166,786,856,600,256,511,0
3,pres2_sw010_ws12_20260313_train_e003,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.41597001019298,13.39179264441386,12.868437370054913,12.358304059331648,13.450055264687231,32.745898824988494,,162.1996756006745,12.444583333333334,,0.8884961789475891,811,876,600,276,520,0
3,pres2_sw010_ws12_20260313_train_e003,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,12.877765696337416,12.29475385591417,14.376054649841057,10.911816567333625,12.610799464847418,34.60423587498463,,160.39967920066704,12.129583333333333,,0.8410483047330736,802,876,600,276,521,0
3,pres2_sw010_ws12_20260313_train_e003,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.963689886313045,15.308553468841653,12.524153850198804,13.155589641777823,13.646167610845328,35.47090427498284,,158.59968280065954,12.675,,0.7294208277103014,793,862,600,262,517,0
3,pres2_sw010_ws12_20260313_train_e003,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.273995659727309,14.156161048502415,13.70636359671504,12.934215184636109,14.29399574291564,36.637573274994104,,164.39967120068366,13.254583333333333,,0.8076013898382319,822,897,600,297,509,0
3,pres2_sw010_ws12_20260313_train_e003,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.688618986849024,13.798934558458535,16.986281025741697,11.956028538926954,13.722693926668914,41.32091597500449,,157.59968480065538,13.107083333333334,,0.8406637888016187,788,868,600,268,509,0
3,pres2_sw010_ws12_20260313_train_e003,rl_seed47_spawn2p00,rl,47,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.48587516693419,12.761815064914876,14.20257648201639,12.831672848131957,13.245457272319038,34.0709014749779,,161.19967760067036,12.423333333333332,,0.685424668580697,806,872,600,272,509,0
4,pres2_sw010_ws12_20260313_train_e004,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.337463411567207,14.745346750775418,14.448572721564402,11.84077894451599,13.871508458404916,37.47924162500407,,164.5996708006845,13.16875,,0.8057898609905909,823,891,600,291,515,0
4,pres2_sw010_ws12_20260313_train_e004,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.290657314582763,12.976621284185981,12.220134702268123,13.87534525394289,13.143837314556293,34.12506824999561,,161.19967760067036,12.374583333333334,,0.7796038970904763,806,873,600,273,520,0
4,pres2_sw010_ws12_20260313_train_e004,rl_seed42_spawn2p00,rl,42,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.230771230574348,12.440784943871734,13.518098403056536,13.402029642532504,12.708492629113536,32.616731900002684,,159.5996808006637,12.1975,,0.8001499436793554,798,874,600,274,508,0
4,pres2_sw010_ws12_20260313_train_e004,rl_seed43_spawn2p00,rl,43,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,12.736409535175946,11.88984753368825,14.19152297651378,10.310056868545137,13.139279646110738,35.833405000000376,,159.99968000066536,11.93375,,0.8272509467742978,800,868,600,268,517,0
4,pres2_sw010_ws12_20260313_train_e004,rl_seed44_spawn2p00,rl,44,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.507277785540747,13.111940012053035,12.013163256383313,13.651092276035337,14.466385372891457,33.770900874998766,,160.1996796006662,12.411666666666667,,0.844047619047619,801,861,600,261,522,0
4,pres2_sw010_ws12_20260313_train_e004,rl_seed45_spawn2p00,rl,45,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,12.172730511348657,10.75867360727615,12.752449848126787,10.834056669577569,13.503935580526214,32.704232075002686,,159.5996808006637,11.83625,,0.867103738046943,798,862,600,262,529,0
4,pres2_sw010_ws12_20260313_train_e004,rl_seed46_spawn2p00,rl,46,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,14.856201685444834,14.245160378019325,13.707836511138128,16.587925056907274,13.376055340712739,40.95841525000225,,159.5996808006637,13.1625,,0.7360908621436544,798,860,600,260,526,0
4,pres2_sw010_ws12_20260313_train_e004,rl_seed47_spawn2p00,rl,47,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.456528689806753,12.202508145960989,14.350371552113126,12.828668056549557,13.212929961757176,33.41256682499368,,161.19967760067036,12.3975,,0.7903210253173434,806,876,600,276,509,0
5,pres2_sw010_ws12_20260313_train_e005,rl_seed40_spawn2p00,rl,40,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,12.983498095256143,13.214091299429384,12.20945293646556,12.92959251003507,13.391000203948071,34.12090157500371,,161.3996772006712,11.960833333333333,,0.6801850827921229,807,868,600,268,512,0
5,pres2_sw010_ws12_20260313_train_e005,rl_seed41_spawn2p00,rl,41,2.0,300.00059999995244,0.0166667,models/studies/pres2_sw010_ws12_20260313/shared_qtable.json,True,-1,13.796930410775257,11.633069129623475,13.953440790322276,15.11068651345785,13.495089179177096,34.26673519999758,,158.59968280065954,12.584583333333333,,0.8382643687948264,793,869,600,269,513,0
