mode,avg_wait,p95_wait,throughput,avg_queue,fairness
adaptive,26.193673980233523,69.53513907000745,63.06654053358054,8.635833333333334,0.5931882694045252
fixed,25.5425095661182,61.76012352000623,65.26653613358917,8.391527777777778,0.6227600214356819
greedy,21.778620629216846,67.87680242000731,68.26653013360092,7.145277777777778,0.6397756706263695
neural,22.71432149758076,60.992621985006465,67.13319906692982,7.506805555555556,0.5942068733238173
random,45.30243067861172,128.75192417001227,52.466561733538995,14.067222222222222,0.5615085741479897
rl,26.98670971496162,75.3159839650079,62.79987440024617,8.561388888888889,0.5647396094303514
