mode,avg_wait,p95_wait,throughput,avg_queue,fairness
adaptive,2.1296130196527465,2.896327094455674,2.6076757467293565,0.3834140288453621,0.09756173564186611
fixed,1.4699868954469182,6.80233691588098,2.607675746729355,0.37017777834057075,0.10169725537468127
greedy,1.1670977751984644,5.5371901784293085,0.5477214620621974,0.4186139105377162,0.05268957934932564
neural,0.9223738389078403,6.4225834515614215,2.035786793039914,0.36380353112533054,0.07670173554956142
random,5.230464029005429,11.63671788390273,4.997767288196038,1.6280295388592145,0.048512552061805506
rl,2.278495866634539,1.9323118721838686,2.754788291942444,0.5474571636802409,0.031678379108502505
