experiment_id,run_id,mode,seed,spawn_rate,duration_s,fixed_dt_s,rl_model_path,rl_training,iid,avg_wait,avg_wait_right,avg_wait_down,avg_wait_left,avg_wait_up,p95_wait,max_wait,throughput,avg_queue,max_queue,fairness,crossed,spawned,external_spawned,transferred_in,exited_world,red_light_violations
final_main_comparison_hybrid_v3,fixed_seed41_spawn1p00,fixed,41,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,25.57646540856736,30.052506356560727,19.7487351882767,29.20861664361493,18.941345186423085,68.69180405000706,,65.66653533359073,8.55625,,0.4949117006494338,197,249,180,69,128,0
final_main_comparison_hybrid_v3,fixed_seed42_spawn1p00,fixed,42,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,25.65494452962173,29.610190980827216,22.192385654526067,20.44076551913249,25.43588420500257,59.02095137500545,,60.99987800023911,8.434722222222222,,0.6073707395890495,183,238,180,58,125,0
final_main_comparison_hybrid_v3,fixed_seed43_spawn1p00,fixed,43,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,23.53153650528648,27.92742778836845,22.42202017764715,19.266308373811285,21.873129782520785,52.30843795000568,,64.99987000025479,7.864583333333333,,0.7729071369236401,195,246,180,66,129,0
final_main_comparison_hybrid_v3,fixed_seed44_spawn1p00,fixed,44,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,27.66796981964429,34.85153252190816,24.05669419215542,19.802757470361204,28.759922192096816,68.02096937500637,,66.99986600026263,8.859722222222222,,0.585994028870373,201,254,180,74,127,0
final_main_comparison_hybrid_v3,fixed_seed45_spawn1p00,fixed,45,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,25.28163156747113,25.33181809273132,24.32026702494224,25.67899856809423,23.21259042094913,60.7584548500066,,67.66653133359857,8.24236111111111,,0.6526165011459129,203,251,180,71,132,0
final_main_comparison_hybrid_v3,adaptive_seed41_spawn1p00,adaptive,41,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,25.20335009637784,19.087689141487356,23.841535778216496,29.25601571261143,23.91806866937742,72.09181085000783,,62.99987400024695,8.325,,0.4693340132264978,189,242,180,62,120,0
final_main_comparison_hybrid_v3,adaptive_seed42_spawn1p00,adaptive,42,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,24.29221583866552,29.232345229282316,21.29495080944151,19.0121494660238,19.27978603424436,64.71262942500658,,61.666543333575056,8.480555555555556,,0.5239186625104068,185,255,180,75,106,0
final_main_comparison_hybrid_v3,adaptive_seed43_spawn1p00,adaptive,43,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,28.244458133976075,33.07463685621555,24.0755100617006,25.844943834679132,27.76477943858231,71.30430927500765,,63.6665393335829,8.969444444444445,,0.6088590021702123,191,251,180,71,120,0
final_main_comparison_hybrid_v3,adaptive_seed44_spawn1p00,adaptive,44,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,24.494577714213605,19.04170457239423,26.46265921638329,26.242464658029427,22.37029585377029,69.27930522500753,,66.99986600026263,8.285416666666666,,0.7130968425105891,201,246,180,66,130,0
final_main_comparison_hybrid_v3,adaptive_seed45_spawn1p00,adaptive,45,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,28.733768117934588,28.894532691487058,24.66177551393101,28.65806574855953,28.1773400084159,70.28764057500763,,59.99988000023519,9.11875,,0.6507328266049197,180,242,180,62,116,0
final_main_comparison_hybrid_v3,greedy_seed41_spawn1p00,greedy,41,1.0,180.00036000001444,0.0166667,models/rl_qtable.json,False,-1,20.43015359471517,21.98138438760896,16.49473785052221,22.092438233977788,23.959172314386493,59.37928542500645,,68.33319666693451,6.6506944444444445,,0.5945294398255418,205,244,180,64,133,0
